bizyaev_name,bizyaev_name_norm,bizyaev_catalog_token,RAJ2000,DEJ2000,h,z0,z0_over_h,h_over_z0,B/T,Type,thickness_flag,sparc_match_name,sparc_match_reason,match_sep_deg,nearest_sparc_name,nearest_sparc_sep_deg
PGC1386174,PGC1386174,PGC_1386174,149.149796,10.905773,4.78,1.65,0.3451882845188284,2.8969696969696974,0.13,SB,thick_like,,unmatched,,,
PGC1218246,PGC1218246,PGC_1218246,149.170761,2.170841,7.76,2.13,0.2744845360824742,3.643192488262911,0.13,SB,thick_like,,unmatched,,,
NED,NED,,149.17749,45.793587,5.44,0.66,0.1213235294117647,8.242424242424242,0.04,SD,intermediate,,unmatched,,,
PGC2481627,PGC2481627,PGC_2481627,149.19664,54.828445,4.96,1.39,0.2802419354838709,3.568345323741007,0.1,SC,thick_like,,unmatched,,,
PGC1257386,PGC1257386,PGC_1257386,149.204712,3.719937,3.95,1.08,0.2734177215189873,3.657407407407408,0.16,SB,thick_like,,unmatched,,,
PGC1282221,PGC1282221,PGC_1282221,149.225037,5.361097,4.41,1.36,0.3083900226757369,3.242647058823529,0.16,SB,thick_like,,unmatched,,,
PGC2045744,PGC2045744,PGC_2045744,149.23526,34.22052,5.13,1.47,0.2865497076023391,3.489795918367347,0.11,SB,thick_like,,unmatched,,,
PGC1186941,PGC1186941,PGC_1186941,149.280533,1.180168,4.0,1.83,0.4575,2.185792349726776,0.19,SC,thick_like,,unmatched,,,
PGC2388932,PGC2388932,PGC_2388932,149.296738,51.133717,6.55,1.11,0.1694656488549618,5.900900900900901,0.06,SD,intermediate,,unmatched,,,
UGC05347,UGC05347,UGC_5347,149.318848,4.526973,13.06,3.01,0.2304747320061255,4.338870431893688,0.06,SD,thick_like,,unmatched,,,
PGC2138839,PGC2138839,PGC_2138839,149.327148,38.886433,5.13,3.25,0.6335282651072125,1.5784615384615384,0.49,SB,thick_like,,unmatched,,,
PGC2408251,PGC2408251,PGC_2408251,149.336182,52.164074,4.74,1.34,0.2827004219409282,3.5373134328358207,0.12,SB,thick_like,,unmatched,,,
PGC1181032,PGC1181032,PGC_1181032,149.363022,0.985513,3.42,1.76,0.5146198830409356,1.943181818181818,0.08,SC,thick_like,,unmatched,,,
UGC05345,UGC05345,UGC_5345,149.3983,45.2299,8.17,4.1,0.5018359853121175,1.9926829268292685,0.29,SA,thick_like,,unmatched,,,
SDSSJ095738.97+111800.7,SDSSJ095738971118007,,149.412399,11.300196,6.4,2.25,0.3515625,2.844444444444445,0.08,SC,thick_like,,unmatched,,,
PGC2350701,PGC2350701,PGC_2350701,149.449203,49.697582,5.1,1.15,0.2254901960784313,4.434782608695652,0.06,SD,thick_like,,unmatched,,,
NGC03069,NGC03069,NGC_3069,149.486237,10.432442,5.37,3.35,0.6238361266294227,1.6029850746268657,0.44,SB,thick_like,,unmatched,,,
SDSSJ095825.69+063954.9,SDSSJ095825690639549,,149.607071,6.665263,4.91,0.67,0.1364562118126273,7.328358208955223,0.05,SD,intermediate,,unmatched,,,
SDSSJ095831.17+120516.2,SDSSJ095831171205162,,149.629898,12.087847,7.08,0.94,0.1327683615819209,7.531914893617022,0.06,SD,intermediate,,unmatched,,,
PGC1169472,PGC1169472,PGC_1169472,149.647186,0.569966,6.57,1.58,0.2404870624048706,4.158227848101266,0.12,SD,thick_like,,unmatched,,,
PGC1789795,PGC1789795,PGC_1789795,149.667068,26.836584,4.84,1.32,0.2727272727272727,3.6666666666666665,0.1,SC,thick_like,,unmatched,,,
NED,NED,,149.76561,69.115845,5.23,0.97,0.1854684512428298,5.391752577319588,0.09,SB,intermediate,,unmatched,,,
IC00583,IC00583,IC_583,149.771149,17.821438,8.16,3.3,0.4044117647058823,2.472727272727273,0.17,SB,thick_like,,unmatched,,,
PGC1762329,PGC1762329,PGC_1762329,149.810242,26.094036,4.8,1.62,0.3375,2.962962962962963,0.33,SB,thick_like,,unmatched,,,
PGC2086639,PGC2086639,PGC_2086639,149.814178,36.769463,6.0,1.04,0.1733333333333333,5.769230769230769,0.08,SC,intermediate,,unmatched,,,
SDSSJ095926.10+101729.8,SDSSJ095926101017298,,149.858749,10.291629,4.86,1.35,0.2777777777777778,3.6,0.08,SC,thick_like,,unmatched,,,
PGC1959112,PGC1959112,PGC_1959112,149.921326,31.684717,4.57,1.68,0.3676148796498905,2.720238095238096,0.13,SC,thick_like,,unmatched,,,
PGC1392147,PGC1392147,PGC_1392147,149.965851,11.341619,4.45,1.0,0.2247191011235955,4.45,0.06,SD,thick_like,,unmatched,,,
PGC1770428,PGC1770428,PGC_1770428,149.98497,26.287226,4.68,1.12,0.2393162393162393,4.178571428571428,0.11,SC,thick_like,,unmatched,,,
SDSSJ100028.09+050553.6,SDSSJ100028090505536,,150.117065,5.098257,2.93,1.25,0.4266211604095563,2.3440000000000003,0.09,SC,thick_like,,unmatched,,,
NED,NED,,150.124344,35.158272,8.68,1.89,0.2177419354838709,4.592592592592593,0.05,SB,thick_like,,unmatched,,,
2MASXJ10004399+1854350,2MASXJ100043991854350,,150.183411,18.909821,5.29,1.13,0.2136105860113421,4.68141592920354,0.06,SD,thick_like,,unmatched,,,
PGC90972,PGC90972,PGC_90972,150.202927,35.47942,11.55,1.95,0.1688311688311688,5.923076923076923,0.07,SB,intermediate,,unmatched,,,
PGC1717835,PGC1717835,PGC_1717835,150.309616,24.839235,3.78,1.19,0.3148148148148148,3.176470588235294,0.12,SC,thick_like,,unmatched,,,
PGC1601783,PGC1601783,PGC_1601783,150.328537,19.685566,4.7,2.06,0.4382978723404255,2.2815533980582523,0.13,SC,thick_like,,unmatched,,,
PGC92906,PGC92906,PGC_92906,150.358093,6.871214,5.48,1.81,0.3302919708029196,3.027624309392265,0.21,SB,thick_like,,unmatched,,,
NGC03101,NGC03101,NGC_3101,150.397629,-2.994423,6.91,3.31,0.4790159189580318,2.08761329305136,0.25,SA,thick_like,,unmatched,,,
UGC05392,UGC05392,UGC_5392,150.399216,21.607534,11.45,2.31,0.2017467248908297,4.956709956709957,0.06,SD,thick_like,,unmatched,,,
UGC05389,UGC05389,UGC_5389,150.405807,39.627293,18.25,3.16,0.1731506849315068,5.775316455696203,0.05,SD,intermediate,,unmatched,,,
PGC29055,PGC29055,PGC_29055,150.505539,-2.263247,7.24,3.04,0.4198895027624309,2.381578947368421,0.09,SC,thick_like,,unmatched,,,
PGC29066,PGC29066,PGC_29066,150.557434,11.688438,7.07,2.38,0.3366336633663366,2.9705882352941178,0.31,IR,thick_like,,unmatched,,,
NGC03098,NGC03098,NGC_3098,150.56955,24.711098,16.67,5.64,0.3383323335332933,2.955673758865249,0.54,SB,thick_like,,unmatched,,,
SDSSJ100217.17+045739.2,SDSSJ100217170457392,,150.571808,4.960882,6.31,2.43,0.3851030110935024,2.596707818930041,0.07,SC,thick_like,,unmatched,,,
PGC90977,PGC90977,PGC_90977,150.59993,42.940071,11.05,1.17,0.1058823529411764,9.444444444444446,0.06,SB,intermediate,,unmatched,,,
PGC2079460,PGC2079460,PGC_2079460,150.676193,36.368122,3.0,1.87,0.6233333333333334,1.60427807486631,0.13,SC,thick_like,,unmatched,,,
PGC1792848,PGC1792848,PGC_1792848,150.725174,26.934153,7.66,1.38,0.1801566579634464,5.55072463768116,0.08,SD,intermediate,,unmatched,,,
PGC1379334,PGC1379334,PGC_1379334,150.770706,10.425062,4.5,1.7,0.3777777777777777,2.647058823529412,0.3,SB,thick_like,,unmatched,,,
PGC1710161,PGC1710161,PGC_1710161,150.774521,24.55489,5.35,1.88,0.3514018691588785,2.845744680851064,0.21,SB,thick_like,,unmatched,,,
SDSSJ100310.96+052511.9,SDSSJ100310960525119,,150.795654,5.419995,4.65,0.79,0.1698924731182795,5.886075949367089,0.05,SD,intermediate,,unmatched,,,
PGC2088011,PGC2088011,PGC_2088011,150.859695,36.844589,4.01,1.17,0.2917705735660847,3.427350427350427,0.13,SB,thick_like,,unmatched,,,
PGC1778018,PGC1778018,PGC_1778018,150.872086,26.485065,3.73,1.58,0.4235924932975871,2.360759493670886,0.22,SB,thick_like,,unmatched,,,
UGC05413,UGC05413,UGC_5413,150.873047,13.103323,8.75,1.66,0.1897142857142857,5.271084337349397,0.06,SD,intermediate,,unmatched,,,
PGC1156464,PGC1156464,PGC_1156464,150.893372,0.076008,3.85,1.51,0.3922077922077922,2.5496688741721854,0.27,SB,thick_like,,unmatched,,,
PGC2550610,PGC2550610,PGC_2550610,150.968903,56.878605,5.36,1.77,0.3302238805970149,3.028248587570621,0.27,SB,thick_like,,unmatched,,,
PGC90981,PGC90981,PGC_90981,150.982834,11.24178,7.33,1.84,0.2510231923601637,3.983695652173913,0.12,SB,thick_like,,unmatched,,,
SDSSJ100400.35+102339.3,SDSSJ100400351023393,,151.001465,10.394277,5.45,2.31,0.4238532110091743,2.3593073593073592,0.08,SC,thick_like,,unmatched,,,
PGC142821,PGC142821,PGC_142821,151.020508,14.214051,5.78,3.32,0.57439446366782,1.7409638554216869,0.13,SC,thick_like,,unmatched,,,
PGC2474916,PGC2474916,PGC_2474916,151.022888,54.616951,4.92,1.64,0.3333333333333333,3.0,0.19,SB,thick_like,,unmatched,,,
SDSSJ100411.63+240924.4,SDSSJ100411632409244,,151.048462,24.15679,8.1,1.5,0.1851851851851852,5.4,0.04,SD,intermediate,,unmatched,,,
PGC2327356,PGC2327356,PGC_2327356,151.10939,48.858295,4.99,1.92,0.3847695390781563,2.598958333333333,0.33,SB,thick_like,,unmatched,,,
UGC05426,UGC05426,UGC_5426,151.122925,14.769201,15.67,2.46,0.1569878749202297,6.369918699186992,0.13,SB,intermediate,,unmatched,,,
PGC2182110,PGC2182110,PGC_2182110,151.138931,41.503712,3.56,1.41,0.396067415730337,2.524822695035461,0.07,SC,thick_like,,unmatched,,,
PGC1833079,PGC1833079,PGC_1833079,151.155563,28.341444,4.2,2.41,0.5738095238095238,1.7427385892116185,0.12,SC,thick_like,,unmatched,,,
PGC1833537,PGC1833537,PGC_1833537,151.173813,28.356688,4.0,1.93,0.4825,2.072538860103627,0.28,SB,thick_like,,unmatched,,,
PGC1925942,PGC1925942,PGC_1925942,151.191696,30.971737,4.72,1.68,0.3559322033898305,2.8095238095238093,0.08,SC,thick_like,,unmatched,,,
PGC29233,PGC29233,PGC_29233,151.198624,5.368598,8.68,3.39,0.390552995391705,2.56047197640118,0.14,IR,thick_like,,unmatched,,,
UGC05431,UGC05431,UGC_5431,151.246948,21.538252,14.03,2.87,0.2045616535994298,4.888501742160279,0.06,SC,thick_like,,unmatched,,,
UGC05430,UGC05430,UGC_5430,151.284454,44.51395,8.87,2.2,0.2480270574971815,4.031818181818181,0.06,SD,thick_like,,unmatched,,,
SDSSJ100509.29+091651.0,SDSSJ100509290916510,,151.288727,9.28084,2.75,0.92,0.3345454545454545,2.9891304347826084,0.07,SC,thick_like,,unmatched,,,
PGC1431710,PGC1431710,PGC_1431710,151.304718,13.465992,4.2,2.35,0.5595238095238095,1.7872340425531914,0.09,SC,thick_like,,unmatched,,,
PGC2352325,PGC2352325,PGC_2352325,151.443207,49.753719,5.3,1.45,0.2735849056603773,3.655172413793104,0.19,SB,thick_like,,unmatched,,,
SDSSJ100617.07+232216.6,SDSSJ100617072322166,,151.571121,23.371284,3.85,0.73,0.1896103896103896,5.273972602739726,0.07,SD,intermediate,,unmatched,,,
PGC90987,PGC90987,PGC_90987,151.576904,6.107031,9.85,3.15,0.3197969543147208,3.126984126984127,0.13,SC,thick_like,,unmatched,,,
PGC1702796,PGC1702796,PGC_1702796,151.591293,24.240101,5.32,1.23,0.2312030075187969,4.32520325203252,0.06,SD,thick_like,,unmatched,,,
PGC1149344,PGC1149344,PGC_1149344,151.621445,-0.201608,4.3,1.85,0.4302325581395349,2.324324324324324,0.26,SC,thick_like,,unmatched,,,
PGC1391857,PGC1391857,PGC_1391857,151.662048,11.317995,3.58,1.66,0.4636871508379888,2.156626506024097,0.12,SC,thick_like,,unmatched,,,
PGC1283253,PGC1283253,PGC_1283253,151.673157,5.425747,3.78,1.32,0.3492063492063492,2.8636363636363638,0.11,SC,thick_like,,unmatched,,,
PGC1505448,PGC1505448,PGC_1505448,151.821671,16.296665,4.36,2.26,0.5183486238532109,1.9292035398230087,0.16,SC,thick_like,,unmatched,,,
PGC1087504,PGC1087504,PGC_1087504,151.827499,-2.601576,4.81,2.01,0.4178794178794178,2.393034825870646,0.08,SC,thick_like,,unmatched,,,
PGC1434680,PGC1434680,PGC_1434680,151.857651,13.57605,4.43,1.44,0.3250564334085778,3.076388888888889,0.25,SB,thick_like,,unmatched,,,
SDSSJ100730.34+470823.6,SDSSJ100730344708236,,151.876419,47.139912,6.23,1.02,0.1637239165329053,6.107843137254903,0.06,SD,intermediate,,unmatched,,,
2MASXJ10074298+2346219,2MASXJ100742982346219,,151.929062,23.772902,3.69,1.12,0.3035230352303523,3.2946428571428568,0.14,SB,thick_like,,unmatched,,,
PGC1165719,PGC1165719,PGC_1165719,151.976456,0.429773,8.44,1.83,0.216824644549763,4.612021857923497,0.05,SD,thick_like,,unmatched,,,
PGC29466,PGC29466,PGC_29466,151.988007,13.227403,8.69,2.05,0.2359033371691599,4.239024390243903,0.06,SD,thick_like,,unmatched,,,
PGC1665896,PGC1665896,PGC_1665896,152.019638,22.224117,3.97,1.58,0.3979848866498741,2.5126582278481013,0.14,SC,thick_like,,unmatched,,,
SDSSJ100805.64+134200.8,SDSSJ100805641342008,,152.023483,13.700232,4.98,1.93,0.3875502008032128,2.580310880829016,0.09,SC,thick_like,,unmatched,,,
PGC2299625,PGC2299625,PGC_2299625,152.046082,47.517471,4.31,1.58,0.3665893271461717,2.7278481012658222,0.21,SB,thick_like,,unmatched,,,
PGC1587892,PGC1587892,PGC_1587892,152.063324,19.310711,3.7,1.46,0.3945945945945945,2.534246575342466,0.1,SC,thick_like,,unmatched,,,
PGC29476,PGC29476,PGC_29476,152.066772,4.915387,6.0,3.8,0.6333333333333333,1.5789473684210529,0.32,SB,thick_like,,unmatched,,,
PGC2536365,PGC2536365,PGC_2536365,152.082733,56.424015,5.51,1.58,0.2867513611615245,3.4873417721518982,0.18,SB,thick_like,,unmatched,,,
NED,NED,,152.11821,26.467279,5.25,0.7,0.1333333333333333,7.500000000000001,0.05,SB,intermediate,,unmatched,,,
PGC1632587,PGC1632587,PGC_1632587,152.129776,20.64171,4.82,1.36,0.2821576763485477,3.544117647058824,0.07,SD,thick_like,,unmatched,,,
PGC154690,PGC154690,PGC_154690,152.140778,-2.144447,4.89,1.29,0.2638036809815951,3.790697674418604,0.18,SB,thick_like,,unmatched,,,
SDSSJ100907.75+293651.8,SDSSJ100907752936518,,152.282318,29.614395,6.09,0.97,0.1592775041050903,6.278350515463917,0.05,SD,intermediate,,unmatched,,,
SDSSJ100939.27+084849.8,SDSSJ100939270848498,,152.413635,8.813847,1.9,0.75,0.3947368421052631,2.533333333333333,0.1,SC,thick_like,,unmatched,,,
SDSSJ100940.01+223751.0,SDSSJ100940012237510,,152.416733,22.630842,4.3,1.18,0.2744186046511628,3.6440677966101696,0.06,SC,thick_like,,unmatched,,,
PGC92911,PGC92911,PGC_92911,152.465439,35.678551,6.46,1.34,0.2074303405572755,4.820895522388059,0.06,SD,thick_like,,unmatched,,,
PGC1397054,PGC1397054,PGC_1397054,152.497452,11.671961,4.43,1.67,0.3769751693002257,2.6526946107784437,0.2,SB,thick_like,,unmatched,,,
SDSSJ101002.07+170034.5,SDSSJ101002071700345,,152.508667,17.009565,5.0,1.22,0.244,4.098360655737705,0.05,SD,thick_like,,unmatched,,,
SDSSJ101005.51+304022.3,SDSSJ101005513040223,,152.522995,30.672857,4.53,0.57,0.1258278145695364,7.947368421052633,0.07,SB,intermediate,,unmatched,,,
PGC2206330,PGC2206330,PGC_2206330,152.533188,42.79475,4.79,1.43,0.2985386221294363,3.34965034965035,0.17,SB,thick_like,,unmatched,,,
PGC90993,PGC90993,PGC_90993,152.538345,27.575871,8.62,1.63,0.1890951276102088,5.288343558282208,0.1,SD,intermediate,,unmatched,,,
PGC1808841,PGC1808841,PGC_1808841,152.546295,27.460526,3.54,1.46,0.4124293785310734,2.4246575342465757,0.13,SC,thick_like,,unmatched,,,
PGC2058066,PGC2058066,PGC_2058066,152.62999,35.013073,4.68,1.86,0.3974358974358974,2.516129032258064,0.38,SB,thick_like,,unmatched,,,
PGC90994,PGC90994,PGC_90994,152.689392,33.281521,7.35,1.99,0.2707482993197279,3.6934673366834168,0.06,SD,thick_like,,unmatched,,,
PGC29638,PGC29638,PGC_29638,152.690491,16.001095,8.03,2.79,0.3474470734744708,2.8781362007168454,0.08,SD,thick_like,,unmatched,,,
PGC1099018,PGC1099018,PGC_1099018,152.767197,-2.196587,5.97,0.87,0.1457286432160804,6.862068965517241,0.05,SD,intermediate,,unmatched,,,
PGC4677479,PGC4677479,PGC_4677479,152.806107,8.694959,3.9,1.26,0.3230769230769231,3.095238095238096,0.12,SC,thick_like,,unmatched,,,
SDSSJ101137.18+035722.0,SDSSJ101137180357220,,152.904922,3.956114,4.02,0.66,0.1641791044776119,6.09090909090909,0.11,SB,intermediate,,unmatched,,,
PGC1301128,PGC1301128,PGC_1301128,152.959625,6.462056,5.25,2.57,0.4895238095238094,2.0428015564202338,0.44,SA,thick_like,,unmatched,,,
PGC29708,PGC29708,PGC_29708,153.015137,23.085648,11.68,2.95,0.2525684931506849,3.959322033898305,0.18,SB,thick_like,,unmatched,,,
PGC29721,PGC29721,PGC_29721,153.101227,59.660587,8.46,2.25,0.2659574468085106,3.76,0.07,SD,thick_like,,unmatched,,,
PGC2065745,PGC2065745,PGC_2065745,153.117111,35.515919,3.72,2.12,0.5698924731182796,1.7547169811320755,0.34,SA,thick_like,,unmatched,,,
PGC29722,PGC29722,PGC_29722,153.122055,12.377252,8.67,3.62,0.4175317185697809,2.395027624309392,0.5,SA,thick_like,,unmatched,,,
PGC1382769,PGC1382769,PGC_1382769,153.145096,10.666207,4.67,1.56,0.3340471092077088,2.993589743589744,0.22,SB,thick_like,,unmatched,,,
UGC05504,UGC05504,UGC_5504,153.204956,7.103797,10.68,3.33,0.3117977528089888,3.207207207207207,0.05,SD,thick_like,,unmatched,,,
PGC90998,PGC90998,PGC_90998,153.220566,47.270229,5.74,1.43,0.2491289198606271,4.013986013986014,0.07,SD,thick_like,,unmatched,,,
PGC90997,PGC90997,PGC_90997,153.231476,55.702198,8.8,1.44,0.1636363636363636,6.111111111111112,0.06,SD,intermediate,,unmatched,,,
PGC29772,PGC29772,PGC_29772,153.308884,39.675713,7.42,3.45,0.4649595687331537,2.1507246376811597,0.49,SA,thick_like,,unmatched,,,
PGC82619,PGC82619,PGC_82619,153.391876,47.089329,5.37,2.6,0.4841713221601489,2.065384615384615,0.19,SC,thick_like,,unmatched,,,
PGC2518305,PGC2518305,PGC_2518305,153.404526,55.896832,4.23,1.98,0.4680851063829787,2.1363636363636367,0.38,SA,thick_like,,unmatched,,,
PGC82628,PGC82628,PGC_82628,153.485931,-1.116511,4.18,1.48,0.354066985645933,2.824324324324324,0.32,SB,thick_like,,unmatched,,,
PGC103402,PGC103402,PGC_103402,153.52066,-2.889738,4.13,3.05,0.7384987893462469,1.3540983606557375,0.2,SC,thick_like,,unmatched,,,
PGC91001,PGC91001,PGC_91001,153.590927,5.069172,7.22,1.98,0.2742382271468144,3.646464646464646,0.3,SB,thick_like,,unmatched,,,
PGC2389592,PGC2389592,PGC_2389592,153.648087,51.171608,5.01,1.19,0.2375249500998004,4.2100840336134455,0.17,SB,thick_like,,unmatched,,,
PGC82640,PGC82640,PGC_82640,153.650879,-0.887623,4.71,1.51,0.3205944798301486,3.119205298013245,0.24,SB,thick_like,,unmatched,,,
PGC1491035,PGC1491035,PGC_1491035,153.657639,15.693097,3.2,1.19,0.3718749999999999,2.689075630252101,0.1,SB,thick_like,,unmatched,,,
PGC1106058,PGC1106058,PGC_1106058,153.671738,-1.934111,6.49,2.07,0.3189522342064714,3.135265700483092,0.17,SB,thick_like,,unmatched,,,
PGC2584920,PGC2584920,PGC_2584920,153.684952,58.972672,5.04,1.09,0.2162698412698412,4.623853211009174,0.15,SB,thick_like,,unmatched,,,
SDSSJ101527.51+191956.5,SDSSJ101527511919565,,153.864624,19.332375,5.0,1.44,0.288,3.4722222222222223,0.22,SA,thick_like,,unmatched,,,
UGC05537,UGC05537,UGC_5537,153.925308,7.328359,20.73,4.0,0.1929570670525807,5.1825,0.23,SC,intermediate,,unmatched,,,
UGC05535,UGC05535,UGC_5535,153.938797,18.946056,8.38,4.5,0.5369928400954653,1.8622222222222224,0.36,SA,thick_like,,unmatched,,,
PGC91003,PGC91003,PGC_91003,154.059464,-3.161506,8.04,1.42,0.1766169154228855,5.661971830985915,0.06,SD,intermediate,,unmatched,,,
PGC2584036,PGC2584036,PGC_2584036,154.063202,58.897865,3.32,1.5,0.4518072289156626,2.2133333333333334,0.43,SA,thick_like,,unmatched,,,
PGC1267661,PGC1267661,PGC_1267661,154.080658,4.39683,4.45,3.33,0.748314606741573,1.3363363363363363,0.2,SC,thick_like,,unmatched,,,
SDSSJ101623.06+041812.2,SDSSJ101623060418122,,154.096085,4.303393,4.64,0.81,0.1745689655172414,5.728395061728394,0.06,SD,intermediate,,unmatched,,,
PGC2328966,PGC2328966,PGC_2328966,154.15361,48.924507,3.38,0.88,0.2603550295857988,3.840909090909091,0.08,SB,thick_like,,unmatched,,,
PGC1442983,PGC1442983,PGC_1442983,154.166168,13.876431,5.36,1.81,0.3376865671641791,2.9613259668508287,0.1,SC,thick_like,,unmatched,,,
PGC1859816,PGC1859816,PGC_1859816,154.2117,29.231058,5.91,1.88,0.3181049069373942,3.143617021276596,0.12,SB,thick_like,,unmatched,,,
PGC1259112,PGC1259112,PGC_1259112,154.229141,3.821665,5.01,2.36,0.4710578842315369,2.1228813559322037,0.12,SC,thick_like,,unmatched,,,
PGC86920,PGC86920,PGC_86920,154.289383,36.201633,5.18,1.39,0.2683397683397683,3.726618705035971,0.07,SD,thick_like,,unmatched,,,
NED,NED,,154.367325,32.183357,7.17,2.41,0.3361227336122734,2.9751037344398337,0.06,SD,thick_like,,unmatched,,,
NED,NED,,154.509048,19.316074,4.01,0.55,0.1371571072319202,7.29090909090909,0.04,SD,intermediate,,unmatched,,,
SDSSJ101804.54+201145.5,SDSSJ101804542011455,,154.518921,20.195997,3.46,0.75,0.2167630057803468,4.613333333333333,0.06,SD,thick_like,,unmatched,,,
UGC05553,UGC05553,UGC_5553,154.521057,60.346706,12.47,3.06,0.2453889334402566,4.07516339869281,0.35,SB,thick_like,,unmatched,,,
PGC2194374,PGC2194374,PGC_2194374,154.540405,42.209274,3.96,1.69,0.4267676767676767,2.3431952662721893,0.12,SC,thick_like,,unmatched,,,
UGC05558,UGC05558,UGC_5558,154.594482,45.954651,7.88,4.5,0.5710659898477157,1.751111111111111,0.42,SB,thick_like,,unmatched,,,
PGC1264437,PGC1264437,PGC_1264437,154.59613,4.165149,3.72,1.01,0.271505376344086,3.6831683168316833,0.05,SD,thick_like,,unmatched,,,
PGC1161547,PGC1161547,PGC_1161547,154.609818,0.270634,4.65,0.91,0.1956989247311827,5.10989010989011,0.12,SB,intermediate,,unmatched,,,
PGC82687,PGC82687,PGC_82687,154.619843,45.998489,3.66,2.02,0.5519125683060109,1.811881188118812,0.12,SC,thick_like,,unmatched,,,
PGC30107,PGC30107,PGC_30107,154.655472,3.263604,3.51,2.25,0.6410256410256411,1.5599999999999998,0.15,SC,thick_like,,unmatched,,,
PGC1883388,PGC1883388,PGC_1883388,154.658295,29.926281,4.15,1.81,0.436144578313253,2.292817679558011,0.25,SC,thick_like,,unmatched,,,
PGC1220044,PGC1220044,PGC_1220044,154.684509,2.22396,5.04,1.63,0.3234126984126984,3.092024539877301,0.44,SB,thick_like,,unmatched,,,
2MASXJ10185738+1600153,2MASXJ101857381600153,,154.739075,16.004383,3.95,2.22,0.5620253164556962,1.779279279279279,0.16,SC,thick_like,,unmatched,,,
NED,NED,,154.79628,7.753582,5.68,0.79,0.1390845070422535,7.189873417721518,0.06,SD,intermediate,,unmatched,,,
PGC2269711,PGC2269711,PGC_2269711,154.799942,45.737778,4.92,2.1,0.426829268292683,2.3428571428571425,0.19,SB,thick_like,,unmatched,,,
UGC05574,UGC05574,UGC_5574,154.928711,22.452387,9.97,4.65,0.4663991975927783,2.1440860215053763,0.15,SC,thick_like,,unmatched,,,
PGC2662974,PGC2662974,PGC_2662974,154.94075,63.966171,7.74,1.57,0.2028423772609819,4.929936305732484,0.09,SC,thick_like,,unmatched,,,
PGC2307029,PGC2307029,PGC_2307029,155.030701,47.924419,4.81,1.51,0.3139293139293139,3.1854304635761586,0.31,SA,thick_like,,unmatched,,,
SDSSJ102026.67+064518.4,SDSSJ102026670645184,,155.111145,6.755123,4.67,1.46,0.3126338329764453,3.198630136986301,0.07,SB,thick_like,,unmatched,,,
PGC1308388,PGC1308388,PGC_1308388,155.159332,6.833951,3.41,1.89,0.5542521994134897,1.8042328042328044,0.15,SC,thick_like,,unmatched,,,
PGC2270265,PGC2270265,PGC_2270265,155.22258,45.775822,6.87,1.1,0.1601164483260553,6.245454545454545,0.11,SB,intermediate,,unmatched,,,
PGC2311659,PGC2311659,PGC_2311659,155.271729,48.160511,3.49,1.54,0.4412607449856733,2.2662337662337664,0.3,SB,thick_like,,unmatched,,,
PGC2104159,PGC2104159,PGC_2104159,155.277618,37.576839,6.14,2.01,0.3273615635179153,3.054726368159204,0.29,SB,thick_like,,unmatched,,,
PGC86944,PGC86944,PGC_86944,155.294128,35.65789,8.31,1.83,0.2202166064981949,4.540983606557377,0.06,SB,thick_like,,unmatched,,,
PGC2283573,PGC2283573,PGC_2283573,155.435562,46.578453,4.28,2.09,0.4883177570093457,2.0478468899521536,0.11,SC,thick_like,,unmatched,,,
PGC3281118,PGC3281118,PGC_3281118,155.457794,-0.169268,5.63,0.72,0.127886323268206,7.819444444444445,0.07,SD,intermediate,,unmatched,,,
PGC30325,PGC30325,PGC_30325,155.464966,0.410109,4.18,2.15,0.5143540669856459,1.944186046511628,0.3,SB,thick_like,,unmatched,,,
PGC2074943,PGC2074943,PGC_2074943,155.510117,36.098682,3.68,1.26,0.342391304347826,2.920634920634921,0.2,SB,thick_like,,unmatched,,,
PGC2078582,PGC2078582,PGC_2078582,155.532684,36.316963,4.08,2.8,0.6862745098039215,1.4571428571428573,0.18,SB,thick_like,,unmatched,,,
PGC1489439,PGC1489439,PGC_1489439,155.602615,15.627932,6.82,2.18,0.3196480938416422,3.128440366972477,0.24,SB,thick_like,,unmatched,,,
PGC1491912,PGC1491912,PGC_1491912,155.619843,15.727507,3.86,1.99,0.5155440414507773,1.9396984924623115,0.22,SC,thick_like,,unmatched,,,
PGC1539999,PGC1539999,PGC_1539999,155.63472,17.725311,3.55,1.98,0.5577464788732395,1.7929292929292928,0.12,SC,thick_like,,unmatched,,,
PGC213690,PGC213690,PGC_213690,155.658615,27.392504,5.9,0.86,0.1457627118644067,6.86046511627907,0.07,SD,intermediate,,unmatched,,,
PGC1745069,PGC1745069,PGC_1745069,155.770233,25.668806,5.32,2.53,0.475563909774436,2.1027667984189726,0.11,SC,thick_like,,unmatched,,,
PGC1655346,PGC1655346,PGC_1655346,155.86969,21.699011,7.39,4.28,0.5791610284167795,1.7266355140186913,0.29,SB,thick_like,,unmatched,,,
PGC2186845,PGC2186845,PGC_2186845,155.898514,41.787968,4.71,1.06,0.2250530785562632,4.443396226415094,0.08,SD,thick_like,,unmatched,,,
SDSSJ102337.39+224352.2,SDSSJ102337392243522,,155.905823,22.731194,3.95,0.78,0.1974683544303797,5.064102564102564,0.06,SD,intermediate,,unmatched,,,
