Name,preferred_name,catalog_name_normalized,RAJ2000,DEJ2000,Band,h,e_h,z0,e_z0,z0_over_h,h_over_z0,S0,e_S0,gradz0,mag,B/T,Type,RV,AName,NED,thickness_flag,biz_name,biz_name_norm,biz_catalog_token,RA_match_deg,DE_match_deg,biz_aname_norm,biz_aname_token,biz_ned_norm,biz_ned_token,matched,match_reason,matched_sparc_name,matched_sparc_index,matched_sep_deg
EON_42.283_29.945,PGC1884139,PGC1884139,42.282715,29.945326,r,3.94,0.02,1.79,0.15,0.4543147208121827,2.201117318435754,20.38,0.18,0.11,15.61,0.17,SC,,PGC1884139,NED,thick_like,PGC1884139,PGC1884139,PGC1884139,42.282715,29.945326,PGC1884139,PGC1884139,NED,,False,unmatched,,,
EON_42.389_-9.002,PGC10704,PGC10704,42.389496,-9.002487,r,6.02,0.2,2.61,0.21,0.4335548172757475,2.3065134099616857,20.79,0.2,0.073,15.02,0.2,SB,9264.0,PGC010704,NED,thick_like,PGC10704,PGC10704,PGC10704,42.389496,-9.002487,PGC010704,PGC10704,NED,,False,unmatched,,,
EON_42.561_0.094,PGC10760,PGC10760,42.560638,0.094409,r,5.65,0.04,1.83,0.19,0.3238938053097345,3.087431693989071,21.38,0.18,0.017,15.7,0.12,SC,8466.0,PGC010760,NED,thick_like,PGC10760,PGC10760,PGC10760,42.560638,0.094409,PGC010760,PGC10760,NED,,False,unmatched,,,
EON_42.574_-8.597,PGC10766,PGC10766,42.573414,-8.59713,r,15.28,0.27,4.34,0.23,0.2840314136125654,3.52073732718894,22.0,0.16,-0.046,13.81,0.25,IR,5327.0,PGC010766,NED,thick_like,PGC10766,PGC10766,PGC10766,42.573414,-8.59713,PGC010766,PGC10766,NED,,False,unmatched,,,
EON_42.577_33.612,PGC2035642,PGC2035642,42.576797,33.61227,r,5.14,0.15,1.32,0.11,0.2568093385214008,3.8939393939393936,21.89,0.14,-0.029,16.92,0.07,SD,,PGC2035642,NED,thick_like,PGC2035642,PGC2035642,PGC2035642,42.576797,33.61227,PGC2035642,PGC2035642,NED,,False,unmatched,,,
EON_42.792_-6.706,PGC10817,PGC10817,42.792137,-6.706264,r,9.48,0.5,2.22,0.2,0.2341772151898734,4.27027027027027,21.58,0.25,0.089,14.97,0.07,SD,6910.0,PGC010817,NED,thick_like,PGC10817,PGC10817,PGC10817,42.792137,-6.706264,PGC010817,PGC10817,NED,,False,unmatched,,,
EON_42.813_-0.973,PGC1130054,PGC1130054,42.812588,-0.973197,r,3.83,0.03,1.95,0.17,0.5091383812010444,1.964102564102564,20.72,0.15,0.073,16.05,0.11,SC,7052.0,PGC1130054,NED,thick_like,PGC1130054,PGC1130054,PGC1130054,42.812588,-0.973197,PGC1130054,PGC1130054,NED,,False,unmatched,,,
EON_42.838_5.557,PGC90640,PGC90640,42.837944,5.556636,r,7.58,0.8,1.6,0.15,0.2110817941952506,4.7375,22.21,0.15,-0.056,16.26,0.05,SD,8114.0,PGC090640,NED,thick_like,PGC90640,PGC90640,PGC90640,42.837944,5.556636,PGC090640,PGC90640,NED,,False,unmatched,,,
EON_43.122_32.899,PGC2016551,PGC2016551,43.121727,32.898911,r,3.94,0.08,1.65,0.25,0.4187817258883248,2.387878787878788,21.26,0.16,0.256,16.07,0.24,SC,,PGC2016551,NED,thick_like,PGC2016551,PGC2016551,PGC2016551,43.121727,32.898911,PGC2016551,PGC2016551,NED,,False,unmatched,,,
EON_43.125_34.197,PGC2045380,PGC2045380,43.124802,34.196705,r,6.55,0.5,1.93,0.19,0.2946564885496183,3.393782383419689,21.17,0.31,0.084,14.97,0.33,SB,,PGC2045380,NED,thick_like,PGC2045380,PGC2045380,PGC2045380,43.124802,34.196705,PGC2045380,PGC2045380,NED,,False,unmatched,,,
EON_43.311_-7.507,PGC1017829,PGC1017829,43.311226,-7.506728,r,4.36,0.51,2.47,0.26,0.5665137614678899,1.7651821862348178,21.08,0.28,-0.078,15.82,0.12,SB,11015.0,PGC1017829,NED,thick_like,PGC1017829,PGC1017829,PGC1017829,43.311226,-7.506728,PGC1017829,PGC1017829,NED,,False,unmatched,,,
EON_43.333_-1.133,PGC1125963,PGC1125963,43.332653,-1.133374,r,5.14,0.12,2.45,0.29,0.4766536964980545,2.097959183673469,20.3,0.14,0.155,14.92,0.16,SC,6869.0,PGC1125963,NED,thick_like,PGC1125963,PGC1125963,PGC1125963,43.332653,-1.133374,PGC1125963,PGC1125963,NED,,False,unmatched,,,
EON_43.389_-9.031,PGC996125,PGC996125,43.388966,-9.031057,r,7.0,1.19,0.93,0.15,0.1328571428571428,7.526881720430107,22.66,0.31,0.014,17.79,0.04,SD,10828.0,PGC996125,NED,intermediate,PGC996125,PGC996125,PGC996125,43.388966,-9.031057,PGC996125,PGC996125,NED,,False,unmatched,,,
EON_43.506_6.810,NED,,43.506367,6.810364,r,5.74,0.08,1.23,0.15,0.2142857142857142,4.666666666666667,22.13,0.22,0.032,16.82,0.05,SD,,,NED,thick_like,NED,NED,,43.506367,6.810364,,,NED,,False,unmatched,,,
EON_43.523_-8.269,PGC1005904,PGC1005904,43.522537,-8.269293,r,4.47,0.07,1.13,0.07,0.2527964205816554,3.9557522123893807,21.98,0.2,0.035,17.08,0.08,SB,25609.0,PGC1005904,NED,thick_like,PGC1005904,PGC1005904,PGC1005904,43.522537,-8.269293,PGC1005904,PGC1005904,NED,,False,unmatched,,,
EON_43.609_42.650,UGC02370,UGC02370,43.609245,42.65007,r,15.36,1.15,2.81,0.2,0.1829427083333333,5.466192170818505,22.33,0.34,-0.058,14.57,0.05,SD,2158.0,UGC02370,NED,intermediate,UGC02370,UGC02370,UGC2370,43.609245,42.65007,UGC02370,UGC2370,NED,,False,unmatched,,,
EON_43.954_1.079,UGC02404,UGC02404,43.953655,1.079368,r,10.84,0.23,1.94,0.09,0.1789667896678966,5.587628865979381,21.97,0.08,-0.005,15.02,0.07,SD,5013.0,UGC02404,NED,intermediate,UGC02404,UGC02404,UGC2404,43.953655,1.079368,UGC02404,UGC2404,NED,,False,unmatched,,,
EON_43.956_34.297,NED,,43.955807,34.296696,r,4.15,0.14,0.9,0.17,0.216867469879518,4.611111111111112,21.39,0.34,-0.108,17.4,0.05,SD,,,NED,thick_like,NED,NED,,43.955807,34.296696,,,NED,,False,unmatched,,,
EON_43.981_-2.125,PGC1101063,PGC1101063,43.980755,-2.125576,r,4.77,0.38,1.32,0.11,0.2767295597484277,3.6136363636363633,21.69,0.28,0.121,16.89,0.13,SB,,PGC1101063,NED,thick_like,PGC1101063,PGC1101063,PGC1101063,43.980755,-2.125576,PGC1101063,PGC1101063,NED,,False,unmatched,,,
EON_44.036_27.701,PGC90644,PGC90644,44.035538,27.700703,r,12.2,0.49,2.03,0.23,0.1663934426229508,6.009852216748769,22.83,0.13,-0.063,15.82,0.04,SD,6473.0,PGC090644,NED,intermediate,PGC90644,PGC90644,PGC90644,44.035538,27.700703,PGC090644,PGC90644,NED,,False,unmatched,,,
EON_44.037_37.058,UGC02396,UGC02396,44.039089,37.056522,r,8.3,0.06,2.13,0.19,0.2566265060240963,3.896713615023475,21.95,0.15,-0.002,15.73,0.05,SD,5114.0,UGC02396,NED,thick_like,UGC02396,UGC02396,UGC2396,44.039089,37.056522,UGC02396,UGC2396,NED,,False,unmatched,,,
EON_44.062_5.394,2MASXJ02561486+0523345,,44.06192,5.393504,r,6.13,0.08,1.3,0.09,0.2120717781402936,4.715384615384616,21.56,0.2,-0.081,16.28,0.06,SD,,2MASXJ02561486+0523345,NED,thick_like,2MASXJ02561486+0523345,2MASXJ02561486+0523345,,44.06192,5.393504,2MASXJ02561486+0523345,,NED,,False,unmatched,,,
EON_44.070_36.442,PGC2080682,PGC2080682,44.069904,36.441662,r,5.84,0.1,1.56,0.09,0.2671232876712329,3.743589743589743,21.37,0.16,-0.003,15.62,0.09,SD,,PGC2080682,NED,thick_like,PGC2080682,PGC2080682,PGC2080682,44.069904,36.441662,PGC2080682,PGC2080682,NED,,False,unmatched,,,
EON_44.076_33.730,NED,,44.07552,33.73048,r,5.68,0.11,1.14,0.2,0.2007042253521126,4.982456140350878,22.5,0.24,-0.144,17.4,0.05,SD,,,NED,thick_like,NED,NED,,44.07552,33.73048,,,NED,,False,unmatched,,,
EON_44.216_5.686,PGC4126719,PGC4126719,44.216412,5.686173,r,9.17,0.36,0.78,0.11,0.0850599781897491,11.756410256410255,23.31,0.23,-0.248,17.51,0.04,SD,11172.0,PGC4126719,NED,thin_like,PGC4126719,PGC4126719,PGC4126719,44.216412,5.686173,PGC4126719,PGC4126719,NED,,False,unmatched,,,
EON_44.368_-9.012,PGC996347,PGC996347,44.36813,-9.012405,r,4.5,0.14,2.02,0.25,0.4488888888888889,2.227722772277228,20.3,0.26,0.145,14.94,0.35,SB,17113.0,PGC996347,NED,thick_like,PGC996347,PGC996347,PGC996347,44.36813,-9.012405,PGC996347,PGC996347,NED,,False,unmatched,,,
EON_44.558_-4.498,PGC90646,PGC90646,44.558266,-4.497862,r,9.22,0.07,1.57,0.1,0.1702819956616052,5.872611464968153,22.32,0.16,0.029,15.92,0.07,SB,,PGC090646,NED,intermediate,PGC90646,PGC90646,PGC90646,44.558266,-4.497862,PGC090646,PGC90646,NED,,False,unmatched,,,
EON_44.565_36.500,UGC02436,UGC02436,44.565228,36.499847,r,16.57,2.3,3.11,0.3,0.1876885938442969,5.327974276527332,23.09,0.18,-0.14,15.23,0.08,SB,,UGC02436,NED,intermediate,UGC02436,UGC02436,UGC2436,44.565228,36.499847,UGC02436,UGC2436,NED,,False,unmatched,,,
EON_44.592_3.863,UGC02441,UGC02441,44.592003,3.862498,r,29.28,0.33,5.87,0.58,0.2004781420765027,4.9880749574105625,22.19,0.1,0.162,13.59,0.05,IR,3053.0,UGC02441,NED,thick_like,UGC02441,UGC02441,UGC2441,44.592003,3.862498,UGC02441,UGC2441,NED,,False,unmatched,,,
EON_45.103_36.249,PGC2077408,PGC2077408,45.103062,36.248528,r,4.31,0.05,1.88,0.23,0.4361948955916473,2.292553191489361,20.73,0.2,0.11,15.59,0.31,SA,14311.0,PGC2077408,NED,thick_like,PGC2077408,PGC2077408,PGC2077408,45.103062,36.248528,PGC2077408,PGC2077408,NED,,False,unmatched,,,
EON_45.115_-6.658,PGC1030318,PGC1030318,45.114735,-6.658119,r,6.56,0.21,2.29,0.45,0.3490853658536585,2.8646288209606983,22.25,0.25,0.236,16.04,0.26,SB,8790.0,PGC1030318,NED,thick_like,PGC1030318,PGC1030318,PGC1030318,45.114735,-6.658119,PGC1030318,PGC1030318,NED,,False,unmatched,,,
EON_45.159_-8.430,PGC1003831,PGC1003831,45.158749,-8.43008,r,7.11,0.26,1.15,0.13,0.1617440225035161,6.182608695652175,23.03,0.18,-0.133,17.38,0.04,SD,,PGC1003831,NED,intermediate,PGC1003831,PGC1003831,PGC1003831,45.158749,-8.43008,PGC1003831,PGC1003831,NED,,False,unmatched,,,
EON_45.347_27.643,PGC90651,PGC90651,45.346687,27.643131,r,7.21,0.24,1.51,0.16,0.2094313453536754,4.774834437086093,21.63,0.17,0.091,15.6,0.05,SD,,PGC090651,NED,thick_like,PGC90651,PGC90651,PGC90651,45.346687,27.643131,PGC090651,PGC90651,NED,,False,unmatched,,,
EON_45.408_38.444,PGC2127208,PGC2127208,45.407799,38.443996,r,4.45,0.04,1.35,0.09,0.3033707865168539,3.2962962962962963,21.22,0.16,0.023,16.16,0.17,SC,,PGC2127208,NED,thick_like,PGC2127208,PGC2127208,PGC2127208,45.407799,38.443996,PGC2127208,PGC2127208,NED,,False,unmatched,,,
EON_45.638_-8.680,PGC1000566,PGC1000566,45.638214,-8.679696,r,4.07,0.13,0.97,0.07,0.2383292383292383,4.195876288659794,20.86,0.22,0.078,16.85,0.07,SD,13234.0,PGC1000566,NED,thick_like,PGC1000566,PGC1000566,PGC1000566,45.638214,-8.679696,PGC1000566,PGC1000566,NED,,False,unmatched,,,
EON_45.742_36.142,PGC2075655,PGC2075655,45.742069,36.142181,r,5.06,0.09,1.2,0.17,0.2371541501976284,4.216666666666667,21.63,0.23,0.165,16.38,0.07,SC,,PGC2075655,NED,thick_like,PGC2075655,PGC2075655,PGC2075655,45.742069,36.142181,PGC2075655,PGC2075655,NED,,False,unmatched,,,
EON_46.240_-6.413,PGC1033134,PGC1033134,46.240337,-6.412862,r,3.85,0.05,1.47,0.11,0.3818181818181818,2.619047619047619,20.9,0.2,0.112,16.39,0.11,SC,26167.0,PGC1033134,NED,thick_like,PGC1033134,PGC1033134,PGC1033134,46.240337,-6.412862,PGC1033134,PGC1033134,NED,,False,unmatched,,,
EON_46.256_0.194,SDSSJ030501.47+001138.3,,46.256184,0.194003,r,3.31,0.13,0.87,0.13,0.2628398791540785,3.8045977011494254,21.2,0.33,-0.042,17.41,0.08,SB,24049.0,SDSSJ030501.47+001138.3,NED,thick_like,SDSSJ030501.47+001138.3,SDSSJ030501.47+001138.3,,46.256184,0.194003,SDSSJ030501.47+001138.3,,NED,,False,unmatched,,,
EON_46.278_-8.433,PGC1003799,PGC1003799,46.278324,-8.432907,r,6.26,0.28,1.26,0.12,0.2012779552715655,4.968253968253968,22.5,0.13,-0.08,16.95,0.05,SD,9856.0,PGC1003799,NED,thick_like,PGC1003799,PGC1003799,PGC1003799,46.278324,-8.432907,PGC1003799,PGC1003799,NED,,False,unmatched,,,
EON_46.480_-8.019,PGC1009519,PGC1009519,46.480251,-8.019322,r,4.03,0.42,2.6,0.33,0.6451612903225806,1.55,20.92,0.2,-0.114,15.49,0.13,SC,8528.0,PGC1009519,NED,thick_like,PGC1009519,PGC1009519,PGC1009519,46.480251,-8.019322,PGC1009519,PGC1009519,NED,,False,unmatched,,,
EON_46.632_-8.635,PGC1001166,PGC1001166,46.631973,-8.635201,r,5.24,0.4,2.02,0.21,0.3854961832061068,2.594059405940594,21.36,0.27,0.101,15.59,0.2,SC,10466.0,PGC1001166,NED,thick_like,PGC1001166,PGC1001166,PGC1001166,46.631973,-8.635201,PGC1001166,PGC1001166,NED,,False,unmatched,,,
EON_46.642_-6.890,PGC1027339,PGC1027339,46.642082,-6.890422,r,4.02,0.11,1.14,0.1,0.2835820895522388,3.526315789473684,21.33,0.21,-0.016,16.71,0.08,SC,9630.0,PGC1027339,NED,thick_like,PGC1027339,PGC1027339,PGC1027339,46.642082,-6.890422,PGC1027339,PGC1027339,NED,,False,unmatched,,,
EON_46.774_-1.134,SDSSJ030705.87-010803.9,,46.774448,-1.134418,r,8.33,1.12,1.03,0.11,0.1236494597839135,8.087378640776699,22.94,0.19,-0.273,16.97,0.05,SD,12685.0,SDSSJ030705.87-010803.9,NED,intermediate,SDSSJ030705.87-010803.9,SDSSJ030705.87-010803.9,,46.774448,-1.134418,SDSSJ030705.87-010803.9,,NED,,False,unmatched,,,
EON_47.103_-0.559,PGC90657,PGC90657,47.102581,-0.558568,r,5.45,0.14,1.43,0.08,0.2623853211009174,3.811188811188812,21.9,0.17,0.013,16.44,0.09,SB,23388.0,PGC090657,NED,thick_like,PGC90657,PGC90657,PGC90657,47.102581,-0.558568,PGC090657,PGC90657,NED,,False,unmatched,,,
EON_47.283_-8.513,PGC3080432,PGC3080432,47.282867,-8.51251,r,4.15,0.19,1.5,0.12,0.36144578313253,2.766666666666667,20.98,0.26,0.044,15.69,0.22,SB,,PGC3080432,NED,thick_like,PGC3080432,PGC3080432,PGC3080432,47.282867,-8.51251,PGC3080432,PGC3080432,NED,,False,unmatched,,,
EON_47.306_-0.100,2MASXJ03091348-0005588,,47.306244,-0.099781,r,4.52,0.05,0.82,0.08,0.1814159292035398,5.512195121951219,21.79,0.21,0.021,17.23,0.09,SB,35391.0,2MASXJ03091348-0005588,NED,intermediate,2MASXJ03091348-0005588,2MASXJ03091348-0005588,,47.306244,-0.099781,2MASXJ03091348-0005588,,NED,,False,unmatched,,,
EON_47.397_-7.957,PGC1010392,PGC1010392,47.396751,-7.957227,r,3.61,0.18,1.38,0.12,0.3822714681440443,2.6159420289855078,21.1,0.12,-0.014,16.53,0.09,SC,3811.0,PGC1010392,NED,thick_like,PGC1010392,PGC1010392,PGC1010392,47.396751,-7.957227,PGC1010392,PGC1010392,NED,,False,unmatched,,,
EON_47.428_41.441,PGC2181130,PGC2181130,47.427765,41.441074,r,7.81,0.52,1.91,0.14,0.2445582586427656,4.089005235602095,21.9,0.16,-0.09,15.79,0.08,SC,,PGC2181130,NED,thick_like,PGC2181130,PGC2181130,PGC2181130,47.427765,41.441074,PGC2181130,PGC2181130,NED,,False,unmatched,,,
EON_47.612_-0.012,PGC1154156,PGC1154156,47.611881,-0.012471,r,5.85,0.16,1.66,0.21,0.2837606837606837,3.5240963855421685,22.41,0.14,0.133,16.42,0.12,SC,11290.0,PGC1154156,NED,thick_like,PGC1154156,PGC1154156,PGC1154156,47.611881,-0.012471,PGC1154156,PGC1154156,NED,,False,unmatched,,,
EON_47.747_38.659,PGC11875,PGC11875,47.747463,38.659096,r,8.79,0.29,2.92,0.24,0.3321956769055745,3.0102739726027394,20.94,0.19,0.08,14.28,0.22,SA,3442.0,PGC011875,NED,thick_like,PGC11875,PGC11875,PGC11875,47.747463,38.659096,PGC011875,PGC11875,NED,,False,unmatched,,,
EON_47.937_1.045,UGC02584,UGC02584,47.936275,1.044841,r,16.96,0.85,1.4,0.17,0.0825471698113207,12.114285714285716,23.71,0.24,-0.165,16.34,0.02,SD,7616.0,UGC02584,NED,thin_like,UGC02584,UGC02584,UGC2584,47.936275,1.044841,UGC02584,UGC2584,NED,,False,unmatched,,,
EON_47.999_-1.162,UGC02587,UGC02587,47.999397,-1.16165,r,17.94,0.09,4.73,0.69,0.2636566332218506,3.792811839323467,22.49,0.15,-0.135,14.36,0.27,SB,8084.0,UGC02587,NED,thick_like,UGC02587,UGC02587,UGC2587,47.999397,-1.16165,UGC02587,UGC2587,NED,,False,unmatched,,,
EON_48.038_0.031,PGC1155336,PGC1155336,48.038013,0.031369,r,4.35,0.18,2.24,0.39,0.5149425287356323,1.9419642857142851,20.62,0.25,0.22,14.95,0.47,SA,11276.0,PGC1155336,NED,thick_like,PGC1155336,PGC1155336,PGC1155336,48.038013,0.031369,PGC1155336,PGC1155336,NED,,False,unmatched,,,
EON_48.135_-8.325,PGC1005139,PGC1005139,48.134705,-8.32528,r,3.94,0.13,1.45,0.11,0.3680203045685279,2.717241379310345,21.17,0.16,-0.036,16.85,0.08,SC,5045.0,PGC1005139,NED,thick_like,PGC1005139,PGC1005139,PGC1005139,48.134705,-8.32528,PGC1005139,PGC1005139,NED,,False,unmatched,,,
EON_48.604_2.126,PGC90665,PGC90665,48.604301,2.126332,r,5.3,0.14,1.44,0.12,0.2716981132075471,3.6805555555555554,21.84,0.14,0.001,16.26,0.13,SB,,PGC090665,NED,thick_like,PGC90665,PGC90665,PGC90665,48.604301,2.126332,PGC090665,PGC90665,NED,,False,unmatched,,,
EON_48.629_42.211,NED,,48.629353,42.211365,r,5.16,0.37,0.68,0.14,0.1317829457364341,7.588235294117647,22.68,0.22,0.005,17.61,0.05,SD,,,NED,intermediate,NED,NED,,48.629353,42.211365,,,NED,,False,unmatched,,,
EON_48.790_-7.253,PGC1022033,PGC1022033,48.79039,-7.252605,r,4.35,0.33,1.99,0.28,0.4574712643678161,2.185929648241206,20.07,0.32,0.192,14.96,0.32,SB,10849.0,PGC1022033,NED,thick_like,PGC1022033,PGC1022033,PGC1022033,48.79039,-7.252605,PGC1022033,PGC1022033,NED,,False,unmatched,,,
EON_48.806_-7.271,PGC12090,PGC12090,48.805527,-7.270738,r,9.98,0.21,2.85,0.21,0.2855711422845691,3.5017543859649125,22.11,0.13,-0.078,15.11,0.06,SD,9387.0,PGC012090,NED,thick_like,PGC12090,PGC12090,PGC12090,48.805527,-7.270738,PGC012090,PGC12090,NED,,False,unmatched,,,
EON_48.841_18.822,PGC1571433,PGC1571433,48.840782,18.821753,r,4.17,0.07,2.55,0.36,0.6115107913669064,1.635294117647059,21.0,0.15,0.119,15.95,0.16,SC,,PGC1571433,NED,thick_like,PGC1571433,PGC1571433,PGC1571433,48.840782,18.821753,PGC1571433,PGC1571433,NED,,False,unmatched,,,
EON_49.188_80.793,NGC01184,NGC01184,49.18832,80.793457,r,29.34,0.54,11.54,2.1,0.3933197000681663,2.542461005199307,20.61,0.19,0.235,10.77,0.42,SB,2342.0,NGC1184,NED,thick_like,NGC01184,NGC01184,NGC1184,49.18832,80.793457,NGC1184,NGC1184,NED,,False,unmatched,,,
EON_49.249_-0.901,PGC145437,PGC145437,49.249268,-0.90123,r,3.6,0.04,1.53,0.13,0.425,2.3529411764705883,20.53,0.2,0.04,15.74,0.2,SB,16142.0,PGC145437,NED,thick_like,PGC145437,PGC145437,PGC145437,49.249268,-0.90123,PGC145437,PGC145437,NED,,False,unmatched,,,
EON_49.255_4.112,NED,,49.254623,4.111901,r,12.2,0.33,0.9,0.18,0.0737704918032787,13.555555555555554,23.81,0.23,-0.358,17.46,0.05,SB,,,NED,thin_like,NED,NED,,49.254623,4.111901,,,NED,,False,unmatched,,,
EON_49.259_3.570,NED,,49.259403,3.570377,r,6.25,0.02,1.05,0.12,0.168,5.9523809523809526,21.78,0.25,-0.031,16.8,0.05,SD,,,NED,intermediate,NED,NED,,49.259403,3.570377,,,NED,,False,unmatched,,,
EON_49.345_3.190,PGC1247067,PGC1247067,49.345234,3.19028,r,5.05,0.18,2.62,0.26,0.5188118811881188,1.9274809160305344,20.93,0.11,-0.017,15.32,0.13,SC,,PGC1247067,NED,thick_like,PGC1247067,PGC1247067,PGC1247067,49.345234,3.19028,PGC1247067,PGC1247067,NED,,False,unmatched,,,
EON_49.361_17.152,NED,,49.3605,17.152369,r,9.37,0.41,1.02,0.16,0.1088580576307364,9.18627450980392,23.03,0.22,-0.196,17.2,0.04,SD,,,NED,intermediate,NED,NED,,49.3605,17.152369,,,NED,,False,unmatched,,,
EON_49.831_2.540,PGC90670,PGC90670,49.831207,2.540155,r,7.04,0.16,2.05,0.19,0.2911931818181817,3.434146341463415,22.07,0.14,-0.005,15.78,0.13,SB,,PGC090670,NED,thick_like,PGC90670,PGC90670,PGC90670,49.831207,2.540155,PGC090670,PGC90670,NED,,False,unmatched,,,
EON_49.855_42.657,NED,,49.854774,42.656704,r,4.7,0.59,0.88,0.1,0.1872340425531914,5.340909090909091,21.58,0.26,0.11,17.04,0.06,SD,,,NED,intermediate,NED,NED,,49.854774,42.656704,,,NED,,False,unmatched,,,
EON_49.891_19.219,PGC1584577,PGC1584577,49.891006,19.219488,r,4.51,0.1,1.74,0.17,0.3858093126385809,2.5919540229885056,20.66,0.17,0.185,14.93,0.51,SA,,PGC1584577,NED,thick_like,PGC1584577,PGC1584577,PGC1584577,49.891006,19.219488,PGC1584577,PGC1584577,NED,,False,unmatched,,,
EON_49.959_43.110,PGC2213262,PGC2213262,49.957676,43.110191,r,3.55,0.09,1.06,0.08,0.2985915492957747,3.3490566037735845,20.81,0.11,-0.021,16.24,0.04,SC,,PGC2213262,NED,thick_like,PGC2213262,PGC2213262,PGC2213262,49.957676,43.110191,PGC2213262,PGC2213262,NED,,False,unmatched,,,
EON_50.049_41.858,NED,,50.049362,41.857922,r,3.82,0.15,1.14,0.13,0.2984293193717277,3.3508771929824563,21.15,0.21,0.12,16.88,0.08,SC,,,NED,thick_like,NED,NED,,50.049362,41.857922,,,NED,,False,unmatched,,,
EON_50.251_42.142,PGC2193182,PGC2193182,50.25098,42.142277,r,4.6,0.08,2.48,0.39,0.5391304347826087,1.8548387096774197,19.74,0.21,0.231,14.3,0.4,SA,5509.0,PGC2193182,NED,thick_like,PGC2193182,PGC2193182,PGC2193182,50.25098,42.142277,PGC2193182,PGC2193182,NED,,False,unmatched,,,
EON_50.378_0.194,PGC1159445,PGC1159445,50.378017,0.19356,r,3.97,0.05,1.0,0.08,0.2518891687657431,3.97,21.67,0.12,-0.066,16.74,0.07,SD,7063.0,PGC1159445,NED,thick_like,PGC1159445,PGC1159445,PGC1159445,50.378017,0.19356,PGC1159445,PGC1159445,NED,,False,unmatched,,,
EON_50.391_-0.178,PGC1149944,PGC1149944,50.391434,-0.178404,r,8.11,0.03,2.37,0.17,0.2922318125770654,3.421940928270042,21.53,0.13,-0.033,15.01,0.14,SB,7592.0,PGC1149944,NED,thick_like,PGC1149944,PGC1149944,PGC1149944,50.391434,-0.178404,PGC1149944,PGC1149944,NED,,False,unmatched,,,
EON_50.501_-0.807,PGC1134241,PGC1134241,50.501167,-0.807185,r,4.01,0.04,0.87,0.12,0.2169576059850374,4.60919540229885,21.8,0.2,-0.028,17.01,0.11,SB,10774.0,PGC1134241,NED,thick_like,PGC1134241,PGC1134241,PGC1134241,50.501167,-0.807185,PGC1134241,PGC1134241,NED,,False,unmatched,,,
EON_50.503_-1.054,UGC02699,UGC02699,50.50383,-1.053871,r,9.96,0.17,3.21,0.24,0.322289156626506,3.1028037383177574,21.91,0.12,-0.021,15.0,0.07,SB,7990.0,UGC02699,NED,thick_like,UGC02699,UGC02699,UGC2699,50.50383,-1.053871,UGC02699,UGC2699,NED,,False,unmatched,,,
EON_50.507_-7.883,PGC1011541,PGC1011541,50.506523,-7.882714,r,5.96,0.1,1.9,0.21,0.3187919463087248,3.136842105263158,21.24,0.18,0.095,15.55,0.09,SB,9660.0,PGC1011541,NED,thick_like,PGC1011541,PGC1011541,PGC1011541,50.506523,-7.882714,PGC1011541,PGC1011541,NED,,False,unmatched,,,
EON_50.519_42.172,NED,,50.520981,42.172306,r,12.22,0.12,1.98,0.16,0.1620294599018003,6.171717171717172,21.01,0.15,0.058,13.63,0.07,IR,,,NED,intermediate,NED,NED,,50.520981,42.172306,,,NED,,False,unmatched,,,
EON_51.206_45.276,PGC2262140,PGC2262140,51.206348,45.27607,r,6.77,0.47,2.52,0.49,0.3722304283604136,2.6865079365079363,20.32,0.3,0.29,13.99,0.38,SA,5043.0,PGC2262140,NED,thick_like,PGC2262140,PGC2262140,PGC2262140,51.206348,45.27607,PGC2262140,PGC2262140,NED,,False,unmatched,,,
EON_51.282_5.235,UGC02727,UGC02727,51.282379,5.234909,r,10.63,0.11,2.32,0.22,0.218250235183443,4.581896551724139,21.9,0.12,0.08,15.13,0.06,SD,8828.0,UGC02727,NED,thick_like,UGC02727,UGC02727,UGC2727,51.282379,5.234909,UGC02727,UGC2727,NED,,False,unmatched,,,
EON_51.327_-0.156,PGC1150506,PGC1150506,51.327164,-0.156456,r,4.66,0.08,1.42,0.15,0.3047210300429184,3.2816901408450705,21.59,0.17,0.09,15.81,0.34,SB,16055.0,PGC1150506,NED,thick_like,PGC1150506,PGC1150506,PGC1150506,51.327164,-0.156456,PGC1150506,PGC1150506,NED,,False,unmatched,,,
EON_51.468_5.051,2MASXJ03255243+0503028,,51.468456,5.050749,r,6.74,0.14,1.13,0.11,0.1676557863501483,5.964601769911505,22.08,0.21,-0.085,16.56,0.13,SB,,2MASXJ03255243+0503028,NED,intermediate,2MASXJ03255243+0503028,2MASXJ03255243+0503028,,51.468456,5.050749,2MASXJ03255243+0503028,,NED,,False,unmatched,,,
EON_51.641_0.683,PGC1172634,PGC1172634,51.640587,0.6827,r,4.02,0.04,1.55,0.09,0.3855721393034826,2.593548387096774,20.9,0.11,0.059,16.11,0.1,SC,13092.0,PGC1172634,NED,thick_like,PGC1172634,PGC1172634,PGC1172634,51.640587,0.6827,PGC1172634,PGC1172634,NED,,False,unmatched,,,
