r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_density_i,weight_geom_i,weight_density_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
30.08,146.0,88.53151416303687,2.0,NGC3198,45.29,76.07,0.0,708.6436170212767,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,5,2.0305572110876806,0.03332876708820853,0.9230622232154695,0.04213872619858971,0.03889666628833816,0.6911334974139118,1000000.0,2.0030601525062197,2.033271031292821,0.014385655549700204,0.1457588135844699,58553428966.22577,1.2643349838613764,0.0932009663190696,0.0020935155206161142,5.259999999999999,1.0,2.0,0.210891574721025,0.10050317351804745,0.9060626564748848,4.925440448033024,2.12375817740675,2.210891574721025,0.08713339731427494,1.2798165280789466,7.029719157400834,10.050317351904745,1.9701761792136097,1.0,1781437.2480636116,763.8468266956467,151.58005326231103,175.54014226667655,-29.540142266676554,57.468485836963126,NGC3198_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.14,147.0,85.75597063761799,2.0,NGC3198,44.56,73.27,0.0,672.3397635345364,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,5,2.0305572110876806,0.03332876708820853,0.9230622232154695,0.04213872619858971,0.03889666628833816,0.6911334974139118,1000000.0,2.0030601525062197,2.033271031292821,0.014385655549700204,0.1457588135844699,58553428966.22577,1.2643349838613764,0.0932009663190696,0.0020935155206161142,5.259999999999999,1.0,2.0,0.210891574721025,0.10050317351804745,0.9060626564748848,4.925440448033024,2.12375817740675,2.210891574721025,0.08713339731427494,1.2798165280789466,7.029719157400834,10.050317351904745,1.9701761792136097,1.0,1781437.2480636116,669.0679055171194,146.6418851601418,169.8762166500073,-22.876216650007308,61.24402936238201,NGC3198_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.06,148.0,83.88184666541385,2.0,NGC3198,44.81,70.91,0.0,643.1004110393422,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,5,2.0305572110876806,0.03332876708820853,0.9230622232154695,0.04213872619858971,0.03889666628833816,0.6911334974139118,1000000.0,2.0030601525062197,2.033271031292821,0.014385655549700204,0.1457588135844699,58553428966.22577,1.2643349838613764,0.0932009663190696,0.0020935155206161142,5.259999999999999,1.0,2.0,0.210891574721025,0.10050317351804745,0.9060626564748848,4.925440448033024,2.12375817740675,2.210891574721025,0.08713339731427494,1.2798165280789466,7.029719157400834,10.050317351904745,1.9701761792136097,1.0,1781437.2480636116,595.7618032130716,142.44875224949226,165.31125556790508,-17.31125556790508,64.11815333458615,NGC3198_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.12,148.0,82.55612878520891,2.0,NGC3198,45.9,68.62,0.0,606.4230343300111,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,5,2.0305572110876806,0.03332876708820853,0.9230622232154695,0.04213872619858971,0.03889666628833816,0.6911334974139118,1000000.0,2.0030601525062197,2.033271031292821,0.014385655549700204,0.1457588135844699,58553428966.22577,1.2643349838613764,0.0932009663190696,0.0020935155206161142,5.259999999999999,1.0,2.0,0.210891574721025,0.10050317351804745,0.9060626564748848,4.925440448033024,2.12375817740675,2.210891574721025,0.08713339731427494,1.2798165280789466,7.029719157400834,10.050317351904745,1.9701761792136097,1.0,1781437.2480636116,529.744503535888,138.32704532272882,161.0896826855037,-13.089682685503703,65.44387121479109,NGC3198_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.19,149.0,81.3620955973972,2.0,NGC3198,46.75,66.59,0.0,581.3301911495156,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,5,2.0305572110876806,0.03332876708820853,0.9230622232154695,0.04213872619858971,0.03889666628833816,0.6911334974139118,1000000.0,2.0030601525062197,2.033271031292821,0.014385655549700204,0.1457588135844699,58553428966.22577,1.2643349838613764,0.0932009663190696,0.0020935155206161142,5.259999999999999,1.0,2.0,0.210891574721025,0.10050317351804745,0.9060626564748848,4.925440448033024,2.12375817740675,2.210891574721025,0.08713339731427494,1.2798165280789466,7.029719157400834,10.050317351904745,1.9701761792136097,1.0,1781437.2480636116,473.8737216289742,134.5259730647228,157.21650049854983,-8.216500498549834,67.6379044026028,NGC3198_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1,150.0,80.36526612909336,2.0,NGC3198,47.48,64.84,0.0,561.0972568578553,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,5,2.0305572110876806,0.03332876708820853,0.9230622232154695,0.04213872619858971,0.03889666628833816,0.6911334974139118,1000000.0,2.0030601525062197,2.033271031292821,0.014385655549700204,0.1457588135844699,58553428966.22577,1.2643349838613764,0.0932009663190696,0.0020935155206161142,5.259999999999999,1.0,2.0,0.210891574721025,0.10050317351804745,0.9060626564748848,4.925440448033024,2.12375817740675,2.210891574721025,0.08713339731427494,1.2798165280789466,7.029719157400834,10.050317351904745,1.9701761792136097,1.0,1781437.2480636116,429.8067160116615,131.28308844656127,153.9279874229103,-3.9279874229102916,69.63473387090664,NGC3198_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.17,150.0,79.84832434058964,3.0,NGC3198,48.93,63.1,0.0,533.5546597106948,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,5,2.0305572110876806,0.03332876708820853,0.9230622232154695,0.04213872619858971,0.03889666628833816,0.6911334974139118,1000000.0,2.0030601525062197,2.033271031292821,0.014385655549700204,0.1457588135844699,58553428966.22577,1.2643349838613764,0.0932009663190696,0.0020935155206161142,5.259999999999999,1.0,2.0,0.210891574721025,0.10050317351804745,0.9060626564748848,4.925440448033024,2.12375817740675,2.210891574721025,0.08713339731427494,1.2798165280789466,7.029719157400834,10.050317351904745,1.9701761792136097,1.0,1781437.2480636116,388.64648172986807,128.02039733787947,150.88067150748148,-0.8806715074814804,70.15167565941036,NGC3198_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.08,149.0,78.01873172514406,3.0,NGC3198,47.84,61.63,0.0,503.65245009074414,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,5,2.0305572110876806,0.03332876708820853,0.9230622232154695,0.04213872619858971,0.03889666628833816,0.6911334974139118,1000000.0,2.0030601525062197,2.033271031292821,0.014385655549700204,0.1457588135844699,58553428966.22577,1.2643349838613764,0.0932009663190696,0.0020935155206161142,5.259999999999999,1.0,2.0,0.210891574721025,0.10050317351804745,0.9060626564748848,4.925440448033024,2.12375817740675,2.210891574721025,0.08713339731427494,1.2798165280789466,7.029719157400834,10.050317351904745,1.9701761792136097,1.0,1781437.2480636116,355.6958276518316,125.21610153208228,147.53302878641358,1.4669712135864188,70.98126827485594,NGC3198_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.74,87.5,126.78499674646051,9.4,NGC3769,11.85,126.23,0.0,4400.14367816092,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.8034266780159602,0.4875371817567715,0.8269938767472521,0.40290671845870324,0.33320138906567665,2.472095499600797,1000000.0,2.0563360115046043,2.8797005132704987,0.0682289033414277,0.6682917766306111,16300046593.086687,0.8264122892266097,0.47347425165042,0.09304144690014723,5.799999999999999,1.0,2.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,816519.8505749758,1191.949889886508,1198.6738402920364,-1111.1738402920364,-39.28499674646051,NGC3769_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,106.0,137.9797380052593,7.1,NGC3769,22.09,136.2,0.0,3210.285714285714,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.8034266780159602,0.4875371817567715,0.8269938767472521,0.40290671845870324,0.33320138906567665,2.472095499600797,1000000.0,2.0563360115046043,2.8797005132704987,0.0682289033414277,0.6682917766306111,16300046593.086687,0.8264122892266097,0.47347425165042,0.09304144690014723,5.799999999999999,1.0,2.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,201803.7142531263,840.4242975342527,851.675647172057,-745.675647172057,-31.979738005259293,NGC3769_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.24,116.0,127.15870477478134,5.3,NGC3769,28.99,123.81,0.0,2567.93893129771,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.8034266780159602,0.4875371817567715,0.8269938767472521,0.40290671845870324,0.33320138906567665,2.472095499600797,1000000.0,2.0563360115046043,2.8797005132704987,0.0682289033414277,0.6682917766306111,16300046593.086687,0.8264122892266097,0.47347425165042,0.09304144690014723,5.799999999999999,1.0,2.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,90033.19662318617,686.8580277651967,698.5293741178646,-582.5293741178646,-11.158704774781341,NGC3769_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.72,126.0,105.31830800008136,4.4,NGC3769,36.96,98.62,0.0,1820.6422018348624,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.3158894962591887,0.3818453733945648,0.9935372580405543,0.3818453733945648,0.37937760527790754,3.0381506080032494,1000000.0,2.020481815238133,2.340048058702208,0.040890206983645025,0.5,23866861466.29632,1.0,0.014062930106351512,0.06583540920595947,5.799999999999999,1.0,2.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,39955.477863858905,590.2641501674057,599.5862848438493,-473.5862848438493,20.68169199991864,NGC3769_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.47,123.0,97.0566401643906,4.4,NGC3769,36.75,89.83,0.0,1444.9856733524357,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.3158894962591887,0.3818453733945648,0.9935372580405543,0.3818453733945648,0.37937760527790754,3.0381506080032494,1000000.0,2.020481815238133,2.340048058702208,0.040890206983645025,0.5,23866861466.29632,1.0,0.014062930106351512,0.06583540920595947,5.799999999999999,1.0,2.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,27715.067181561626,538.6805671183529,547.354313759333,-424.35431375933297,25.9433598356094,NGC3769_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.31,118.0,90.09078532236246,4.6,NGC3769,34.7,83.14,0.0,1131.1129163281885,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.3158894962591887,0.3818453733945648,0.9935372580405543,0.3818453733945648,0.37937760527790754,3.0381506080032494,1000000.0,2.020481815238133,2.340048058702208,0.040890206983645025,0.5,23866861466.29632,1.0,0.014062930106351512,0.06583540920595947,5.799999999999999,1.0,2.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,20049.022035034883,496.7931775409958,504.8958415864399,-386.8958415864399,27.909214677637536,NGC3769_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.07,122.0,78.40565285743114,15.2,NGC3769,34.92,70.2,0.0,871.9390743995314,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.0397359312268306,0.2761535650323581,0.8544779013365702,0.28508830003742225,0.243601652311587,5.080631599305731,1000000.0,2.0053000312580185,2.044103198617853,0.014774370059426063,0.11649589638463911,25436232886.56262,1.032354226547889,0.2902164951387096,0.013745822052382188,5.799999999999999,1.0,2.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,17436.152660298216,545.5594613892151,551.1647415349521,-429.1647415349521,43.594347142568864,NGC3769_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.82,121.0,60.845069644137965,10.2,NGC3769,33.73,50.64,0.0,460.1194217473287,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.0397359312268306,0.2761535650323581,0.8544779013365702,0.28508830003742225,0.243601652311587,5.080631599305731,1000000.0,2.0053000312580185,2.044103198617853,0.014774370059426063,0.11649589638463911,25436232886.56262,1.032354226547889,0.2902164951387096,0.013745822052382188,5.799999999999999,1.0,2.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,5017.846299270735,399.5846208787255,404.19053890806845,-283.19053890806845,60.154930355862035,NGC3769_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.61,118.0,58.41294120312724,10.4,NGC3769,32.54,48.51,0.0,402.3114706732159,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.0397359312268306,0.2761535650323581,0.8544779013365702,0.28508830003742225,0.243601652311587,5.080631599305731,1000000.0,2.0053000312580185,2.044103198617853,0.014774370059426063,0.11649589638463911,25436232886.56262,1.032354226547889,0.2902164951387096,0.013745822052382188,5.799999999999999,1.0,2.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,4241.451510838217,383.14049223504253,387.5676824634772,-269.5676824634772,59.58705879687276,NGC3769_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.16,113.0,56.41123469664531,10.5,NGC3769,31.57,46.75,0.0,343.62217438105495,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.0397359312268306,0.2761535650323581,0.8544779013365702,0.28508830003742225,0.243601652311587,5.080631599305731,1000000.0,2.0053000312580185,2.044103198617853,0.014774370059426063,0.11649589638463911,25436232886.56262,1.032354226547889,0.2902164951387096,0.013745822052382188,5.799999999999999,1.0,2.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,3679.3092675389485,369.7609124579656,374.03924898564765,-261.03924898564765,56.58876530335469,NGC3769_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87,24.3,35.64,3.9,NGC3917,0.0,35.64,0.0,678.7241379310345,NGC3917,NGC3917,Bizyaev_2014,,False,unique_to_2014,UGC06802,,EON_177.528_51.855,UGC06802,UGC06802,177.527634,51.855476,r,19.81,0.7,4.65,0.26,0.2347299343765775,4.2602150537634405,22.89,0.13,-0.035,14.44,0.06,UN,1252.0,UGC06802,NED,thick_like,UGC06802,UGC06802,UGC6802,177.527634,51.855476,UGC06802,UGC6802,NED,,True,coord_review,NGC3917,60.0,0.1048010490361635,Bizyaev_2014,0.35,1,2.189147816542912,0.1394516864561588,0.9433127607082723,0.038649306980466126,0.036458384467205,0.15481363753155103,988697.5790434566,2.1085003974488314,2.2300852454297337,0.12740261869048894,0.25098528809958526,1505363826.400241,0.2771519510638317,0.08145260332847082,0.05302345492629612,2.6250000000000004,1.0,2.0,0.26192870526637835,0.09740537640474312,0.9513435379308581,2.837935106623121,2.270600419871383,2.2619287052663783,0.008671714605004599,1.0241327362121506,8.730956842245945,9.740537640574312,1.1351740426496484,1.0,988697.5790434566,202224.69101645623,419.4466368732939,420.9580629757754,-396.6580629757754,-11.34,NGC3917_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
