r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
27.41,180.0,116.55454731583835,8.0,NGC4013,29.1,101.58,49.19,1182.0503465888362,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,5,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,-2.0999999999999996,2.14154140474655,0.001984912160854074,3.1273219797660843e-23,0.5,0.9176072234762979,1.000000000000479,0.9176072234762979,82.7438040111266,0.9999987392403832,0.15070687052543014,390.7346292025423,0.1507068630521017,495.6206676395476,495.7713745025997,116.5722667494986,63.427733250501404,63.44545268416165,NGC4013_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.1,180.0,114.97151038409471,5.0,NGC4013,28.45,100.24,48.59,1153.0249110320285,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,5,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,-2.0999999999999996,2.14154140474655,0.001984912160854074,3.1273219797660843e-23,0.5,0.9176072234762979,1.000000000000479,0.9176072234762979,82.7438040111266,0.9999987392403832,0.15070687052543014,390.7346292025423,0.1507068630521017,470.40740925266897,470.5581161157211,114.98992591897677,65.01007408102323,65.02848961590529,NGC4013_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.8,180.0,113.47812167990797,5.0,NGC4013,28.02,98.94,47.99,1125.0,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,5,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,-2.0999999999999996,2.14154140474655,0.001984912160854074,3.1273219797660843e-23,0.5,0.9176072234762979,1.000000000000479,0.9176072234762979,82.7438040111266,0.9999987392403832,0.15070687052543014,390.7346292025423,0.1507068630521017,447.12792013888884,447.27862700194095,113.49724427340031,66.50275572659969,66.52187832009203,NGC4013_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.61,178.0,111.83732382348927,5.0,NGC4013,27.59,97.5,47.33,1070.0439040864574,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,5,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,-2.0999999999999996,2.14154140474655,0.001984912160854074,3.1273219797660843e-23,0.5,0.9176072234762979,1.000000000000479,0.9176072234762979,82.7438040111266,0.9999987392403832,0.15070687052543014,390.7346292025423,0.1507068630521017,422.410908476866,422.5616153399181,111.85727258526812,66.14272741473188,66.16267617651073,NGC4013_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.31,174.0,110.56759290135605,5.0,NGC4013,27.59,96.31,46.78,998.87825800066,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,5,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,-2.0999999999999996,2.14154140474655,0.001984912160854074,3.1273219797660843e-23,0.5,0.9176072234762979,1.000000000000479,0.9176072234762979,82.7438040111266,0.9999987392403832,0.15070687052543014,390.7346292025423,0.1507068630521017,403.3385879247773,403.4892947878294,110.5882476803892,63.4117523196108,63.43240709864395,NGC4013_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.01,170.0,108.99726693821272,10.0,NGC4013,26.19,95.16,46.25,931.9574330861012,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,5,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,-2.0999999999999996,2.14154140474655,0.001984912160854074,3.1273219797660843e-23,0.5,0.9176072234762979,1.000000000000479,0.9176072234762979,82.7438040111266,0.9999987392403832,0.15070687052543014,390.7346292025423,0.1507068630521017,383.1152595936794,383.2659664567315,109.01870307347838,60.98129692652162,61.00273306178728,NGC4013_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.21,4.68,6.901594018775662,3.65,NGC4068,0.92,6.84,0.0,104.29714285714284,NGC4068,NGC4068,Bizyaev_2014,,False,unique_to_2014,PGC2415360,,EON_181.180_52.453,PGC2415360,PGC2415360,181.179565,52.453362,r,5.0,0.28,0.74,0.06,0.148,6.756756756756757,21.44,0.16,0.041,17.45,0.06,SD,18667.0,PGC2415360,NED,intermediate,PGC2415360,PGC2415360,PGC2415360,181.179565,52.453362,PGC2415360,PGC2415360,NED,,True,coord_review,NGC4068,68.0,0.1703601224655116,Bizyaev_2014,1,0.35,0.0,3.0,3.0,0.0,0.0,0.0,2.5,0.4519647574985041,0.5,0.5450643776824035,1.1668393448563275,0.5450643776824035,69.78720097499482,0.0,0.0,328.7787607367338,0.0,226.8190476190476,226.8190476190476,6.901594018775662,-2.2215940187756624,-2.2215940187756624,NGC4068_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64,13.1,17.174693592608865,3.44,NGC4068,4.01,16.7,0.0,268.14062499999994,NGC4068,NGC4068,Bizyaev_2014,,False,unique_to_2014,PGC2415360,,EON_181.180_52.453,PGC2415360,PGC2415360,181.179565,52.453362,r,5.0,0.28,0.74,0.06,0.148,6.756756756756757,21.44,0.16,0.041,17.45,0.06,SD,18667.0,PGC2415360,NED,intermediate,PGC2415360,PGC2415360,PGC2415360,181.179565,52.453362,PGC2415360,PGC2415360,NED,,True,coord_review,NGC4068,68.0,0.1703601224655116,Bizyaev_2014,1,0.35,0.0,3.0,3.0,0.0,0.0,0.0,2.5,0.4519647574985041,0.5,0.5450643776824035,1.1668393448563275,0.5450643776824035,69.78720097499482,0.0,0.0,328.7787607367338,0.0,460.89078125,460.89078125,17.174693592608865,-4.074693592608865,-4.074693592608865,NGC4068_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.06,22.5,22.809009184968993,2.45,NGC4068,7.7,21.47,0.0,477.5943396226415,NGC4068,NGC4068,Bizyaev_2014,,False,unique_to_2014,PGC2415360,,EON_181.180_52.453,PGC2415360,PGC2415360,181.179565,52.453362,r,5.0,0.28,0.74,0.06,0.148,6.756756756756757,21.44,0.16,0.041,17.45,0.06,SD,18667.0,PGC2415360,NED,intermediate,PGC2415360,PGC2415360,PGC2415360,181.179565,52.453362,PGC2415360,PGC2415360,NED,,True,coord_review,NGC4068,68.0,0.1703601224655116,Bizyaev_2014,1,0.35,0.0,3.0,3.0,0.0,0.0,0.0,2.5,0.4519647574985041,0.5,0.5450643776824035,1.1668393448563275,0.5450643776824035,69.78720097499482,0.0,0.0,328.7787607367338,0.0,490.8027358490565,490.8027358490565,22.809009184968993,-0.30900918496899266,-0.30900918496899266,NGC4068_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.48,30.4,26.494142748917163,1.71,NGC4068,12.5,23.36,0.0,624.4324324324324,NGC4068,NGC4068,Bizyaev_2014,,False,unique_to_2014,PGC2415360,,EON_181.180_52.453,PGC2415360,PGC2415360,181.179565,52.453362,r,5.0,0.28,0.74,0.06,0.148,6.756756756756757,21.44,0.16,0.041,17.45,0.06,SD,18667.0,PGC2415360,NED,intermediate,PGC2415360,PGC2415360,PGC2415360,181.179565,52.453362,PGC2415360,PGC2415360,NED,,True,coord_review,NGC4068,68.0,0.1703601224655116,Bizyaev_2014,1,0.35,0.0,3.0,3.0,0.0,0.0,0.0,2.5,0.4519647574985041,0.5,0.5450643776824035,1.1668393448563275,0.5450643776824035,69.78720097499482,0.0,0.0,328.7787607367338,0.0,474.28351351351347,474.28351351351347,26.494142748917163,3.9058572510828355,3.9058572510828355,NGC4068_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.91,36.0,29.509661129874058,1.7,NGC4068,17.24,23.95,0.0,678.5340314136126,NGC4068,NGC4068,Bizyaev_2014,,False,unique_to_2014,PGC2415360,,EON_181.180_52.453,PGC2415360,PGC2415360,181.179565,52.453362,r,5.0,0.28,0.74,0.06,0.148,6.756756756756757,21.44,0.16,0.041,17.45,0.06,SD,18667.0,PGC2415360,NED,intermediate,PGC2415360,PGC2415360,PGC2415360,181.179565,52.453362,PGC2415360,PGC2415360,NED,,True,coord_review,NGC4068,68.0,0.1703601224655116,Bizyaev_2014,1,0.35,0.0,3.0,3.0,0.0,0.0,0.0,2.5,0.4519647574985041,0.5,0.5450643776824035,1.1668393448563275,0.5450643776824035,69.78720097499482,0.0,0.0,328.7787607367338,0.0,455.9267539267015,455.9267539267015,29.509661129874058,6.490338870125942,6.490338870125942,NGC4068_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.33,41.9,30.09371529073803,4.97,NGC4068,19.86,22.61,0.0,753.4806866952789,NGC4068,NGC4068,Bizyaev_2014,,False,unique_to_2014,PGC2415360,,EON_181.180_52.453,PGC2415360,PGC2415360,181.179565,52.453362,r,5.0,0.28,0.74,0.06,0.148,6.756756756756757,21.44,0.16,0.041,17.45,0.06,SD,18667.0,PGC2415360,NED,intermediate,PGC2415360,PGC2415360,PGC2415360,181.179565,52.453362,PGC2415360,PGC2415360,NED,,True,coord_review,NGC4068,68.0,0.1703601224655116,Bizyaev_2014,1,0.35,0.0,3.0,3.0,0.0,0.0,0.0,2.5,0.4519647574985041,0.5,0.5450643776824035,1.1668393448563275,0.5450643776824035,69.78720097499482,0.0,0.0,328.7787607367338,0.0,388.6831330472102,388.6831330472102,30.09371529073803,11.80628470926197,11.80628470926197,NGC4068_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.74,84.9,137.12,11.3,NGC4088,0.0,137.12,0.0,4142.534482758621,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9500000000000004,-2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,0.9552473199909105,0.5,0.20297951582867785,1.215184972200124,0.20297951582867785,1756.7900720225741,7.401486830834377e-16,8.018136590460595e-13,8292.026059883772,8.018136590460595e-13,10805.68643678161,10805.68643678161,137.12,-52.22,-52.22,NGC4088_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,136.0,180.27,9.9,NGC4088,0.0,180.27,0.0,5284.571428571428,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9500000000000004,-2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,0.9552473199909105,0.5,0.20297951582867785,1.215184972200124,0.20297951582867785,1756.7900720225741,7.401486830834377e-16,8.018136590460595e-13,8292.026059883772,8.018136590460595e-13,9284.935114285716,9284.935114285716,180.27,-44.27000000000001,-44.27000000000001,NGC4088_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.24,162.0,241.53337243536348,8.0,NGC4088,16.92,240.94,0.0,5008.396946564885,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9500000000000004,-2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,0.9552473199909105,0.5,0.20297951582867785,1.215184972200124,0.20297951582867785,1756.7900720225741,7.401486830834377e-16,8.018136590460595e-13,8292.026059883772,8.018136590460595e-13,11133.276717557252,11133.276717557252,241.53337243536348,-79.53337243536348,-79.53337243536348,NGC4088_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.72,182.0,247.18580076533524,6.1,NGC4088,42.24,243.55,0.0,3798.6238532110087,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,1.9500000000000004,-2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,0.5250629931261024,0.5,0.5274674115456238,1.1906686232462966,0.5274674115456238,830.8592362722383,7.401486830834377e-16,9.655460099449425e-13,3922.60821846863,9.655460099449425e-13,7006.974782110093,7006.974782110094,247.18580076533527,-65.18580076533527,-65.18580076533524,NGC4088_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.47,179.0,235.3753226232521,7.0,NGC4088,48.71,230.28,0.0,3060.2674307545367,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,1.9500000000000004,-2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,0.5250629931261024,0.5,0.5274674115456238,1.1906686232462966,0.5274674115456238,830.8592362722383,7.401486830834377e-16,9.655460099449425e-13,3922.60821846863,9.655460099449425e-13,5291.4558261700095,5291.45582617001,235.3753226232521,-56.37532262325209,-56.37532262325209,NGC4088_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.19,174.0,225.54851761871547,6.2,NGC4088,53.67,219.07,0.0,2483.6751435602955,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,1.9500000000000004,-2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,0.5250629931261024,0.5,0.5274674115456238,1.1906686232462966,0.5274674115456238,830.8592362722383,7.401486830834377e-16,9.655460099449425e-13,3922.60821846863,9.655460099449425e-13,4173.267744052502,4173.267744052503,225.5485176187155,-51.54851761871549,-51.548517618715465,NGC4088_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.68,168.0,192.1140338444852,6.1,NGC4088,54.64,184.18,0.0,1800.0,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,1.9500000000000004,-2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,4.21966898810351e-23,0.5,0.8649906890130353,1.000000000000465,0.8649906890130353,300.6283312128705,7.401486830834377e-16,4.811719677381153e-13,1419.6337854329995,4.811719677381153e-13,2353.8139030612247,2353.813903061225,192.11403384448522,-24.11403384448522,-24.114033844485192,NGC4088_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.42,165.0,181.09665319933444,5.6,NGC4088,53.77,172.93,0.0,1562.8587830080369,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,1.9500000000000004,-2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,4.21966898810351e-23,0.5,0.8649906890130353,1.000000000000465,0.8649906890130353,300.6283312128705,7.401486830834377e-16,4.811719677381153e-13,1419.6337854329995,4.811719677381153e-13,1882.6634787600465,1882.663478760047,181.09665319933447,-16.09665319933447,-16.09665319933444,NGC4088_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.28,171.0,170.92076205072337,8.6,NGC4088,52.37,162.7,0.0,1516.649377593361,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,1.9500000000000004,-2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,4.21966898810351e-23,0.5,0.8649906890130353,1.000000000000465,0.8649906890130353,300.6283312128705,7.401486830834377e-16,4.811719677381153e-13,1419.6337854329995,4.811719677381153e-13,1515.2441338174272,1515.2441338174276,170.9207620507234,0.0792379492766031,0.07923794927663153,NGC4088_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.48,174.0,160.49922741247073,7.6,NGC4088,50.22,152.44,0.0,1409.4972067039105,NGC4088,NGC4088,Bizyaev_2014,,False,unique_to_2014,PGC2372663,,EON_181.734_50.426,PGC2372663,PGC2372663,181.734207,50.425667,r,4.13,0.11,1.41,0.08,0.3414043583535109,2.9290780141843973,21.06,0.17,0.035,16.43,0.13,SC,19103.0,PGC2372663,NED,thick_like,PGC2372663,PGC2372663,PGC2372663,181.734207,50.425667,PGC2372663,PGC2372663,NED,,True,coord_review,NGC4088,70.0,0.245235705493907,Bizyaev_2014,3,0.35,-3.0,1.9500000000000002,1.9500000000000004,-2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,4.21966898810351e-23,0.5,0.8649906890130353,1.000000000000465,0.8649906890130353,300.6283312128705,7.401486830834377e-16,4.811719677381153e-13,1419.6337854329995,4.811719677381153e-13,1199.2552141527,1199.2552141527005,160.49922741247076,13.50077258752924,13.50077258752927,NGC4088_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.74,96.4,148.01974530446944,12.1,NGC4157,5.73,129.95,70.64,5340.781609195403,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9500000000000002,0.0,0.0,0.0,2.5,0.9484980026126395,0.5,0.14724755150287067,1.1819828515889,0.14724755150287067,1924.5679187863072,0.0,0.0,9084.589643985832,0.0,12591.864942528737,12591.864942528737,148.01974530446944,-51.61974530446943,-51.61974530446943,NGC4157_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,157.0,223.45501605468607,10.5,NGC4157,16.49,217.21,49.8,7042.571428571428,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9500000000000002,0.0,0.0,0.0,2.5,0.9484980026126395,0.5,0.14724755150287067,1.1819828515889,0.14724755150287067,1924.5679187863072,0.0,0.0,9084.589643985832,0.0,14266.326914285717,14266.326914285717,223.45501605468607,-66.45501605468607,-66.45501605468607,NGC4157_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
