r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,sigma_desc_i,beta_i,psi_i,omega_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,tau_i,v_desc_kms,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,g_transform_km2s2_per_kpc,rotation_residual_desc_kms,rotation_residual_bar_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
21.02,113.0,61.12805738774953,11.5,NGC4183,35.35,49.87,0.0,607.4690770694576,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,5,0.35,3.0037703233573034,3.103905379716083,-0.10013505635877973,-1.0,-0.11958705152034892,0.85,0.9775620150590485,0.015465451117590972,0.030930902235181943,0.5,0.9031874405328258,-0.0015367739655138201,61.08106932472259,177.76590865842053,177.4927226380384,-0.273186020382127,51.91893067527741,51.87194261225047,NGC4183_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87,27.3,86.64557749821972,5.8,NGC4389,3.85,86.56,0.0,856.6551724137933,NGC4389,NGC4389,Bizyaev_2014,,False,unique_to_2014,PGC40552,,EON_186.395_45.432,PGC40552,PGC40552,186.394913,45.431683,r,7.76,0.11,2.39,0.14,0.3079896907216495,3.246861924686192,21.34,0.14,0.02,15.19,0.08,SD,7229.0,PGC040552,NED,thick_like,PGC40552,PGC40552,PGC40552,186.394913,45.431683,PGC040552,PGC40552,NED,,True,coord_review,NGC4389,77.0,0.2529881105959811,Bizyaev_2014,1,0.35,3.2599837764958224,3.259983776495822,4.440892098500626e-16,1.0,5.329070518200751e-16,0.85,0.4615173489058322,0.44271283353897434,0.8854256670779487,0.5,0.581766917293233,9.255087644121145e-17,86.64557749821972,8629.259885057472,8629.259885057472,0.0,-59.345577498219725,-59.345577498219725,NGC4389_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.74,52.7,117.37312511814619,6.7,NGC4389,8.29,117.08,0.0,1596.1436781609198,NGC4389,NGC4389,Bizyaev_2014,,False,unique_to_2014,PGC40552,,EON_186.395_45.432,PGC40552,PGC40552,186.394913,45.431683,r,7.76,0.11,2.39,0.14,0.3079896907216495,3.246861924686192,21.34,0.14,0.02,15.19,0.08,SD,7229.0,PGC040552,NED,thick_like,PGC40552,PGC40552,PGC40552,186.394913,45.431683,PGC040552,PGC40552,NED,,True,coord_review,NGC4389,77.0,0.2529881105959811,Bizyaev_2014,1,0.35,3.2599837764958224,3.259983776495822,4.440892098500626e-16,1.0,5.329070518200751e-16,0.85,0.4615173489058322,0.44271283353897434,0.8854256670779487,0.5,0.581766917293233,9.255087644121145e-17,117.37312511814619,7917.500287356323,7917.500287356323,0.0,-64.67312511814619,-64.67312511814619,NGC4389_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.71,69.2,132.53080245739102,6.7,NGC4389,12.5,131.94,0.0,1767.025830258303,NGC4389,NGC4389,Bizyaev_2014,,False,unique_to_2014,PGC40552,,EON_186.395_45.432,PGC40552,PGC40552,186.394913,45.431683,r,7.76,0.11,2.39,0.14,0.3079896907216495,3.246861924686192,21.34,0.14,0.02,15.19,0.08,SD,7229.0,PGC040552,NED,thick_like,PGC40552,PGC40552,PGC40552,186.394913,45.431683,PGC040552,PGC40552,NED,,True,coord_review,NGC4389,77.0,0.2529881105959811,Bizyaev_2014,1,0.35,3.2599837764958224,3.259983776495822,4.440892098500626e-16,1.0,5.329070518200751e-16,0.85,0.4615173489058322,0.44271283353897434,0.8854256670779487,0.5,0.581766917293233,9.255087644121145e-17,132.53080245739102,6481.333431734317,6481.333431734317,0.0,-63.330802457391016,-63.330802457391016,NGC4389_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.58,83.5,143.57868435112505,6.4,NGC4389,15.95,142.69,0.0,1947.555865921788,NGC4389,NGC4389,Bizyaev_2014,,False,unique_to_2014,PGC40552,,EON_186.395_45.432,PGC40552,PGC40552,186.394913,45.431683,r,7.76,0.11,2.39,0.14,0.3079896907216495,3.246861924686192,21.34,0.14,0.02,15.19,0.08,SD,7229.0,PGC040552,NED,thick_like,PGC40552,PGC40552,PGC40552,186.394913,45.431683,PGC040552,PGC40552,NED,,True,coord_review,NGC4389,77.0,0.2529881105959811,Bizyaev_2014,1,0.35,3.2599837764958224,3.259983776495822,4.440892098500626e-16,1.0,5.329070518200751e-16,0.85,0.4615173489058322,0.44271283353897434,0.8854256670779487,0.5,0.581766917293233,9.255087644121145e-17,143.57868435112505,5758.334804469273,5758.334804469273,0.0,-60.07868435112505,-60.07868435112505,NGC4389_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.45,95.9,154.39251601032998,6.3,NGC4389,20.91,152.97,0.0,2066.6988764044945,NGC4389,NGC4389,Bizyaev_2014,,False,unique_to_2014,PGC40552,,EON_186.395_45.432,PGC40552,PGC40552,186.394913,45.431683,r,7.76,0.11,2.39,0.14,0.3079896907216495,3.246861924686192,21.34,0.14,0.02,15.19,0.08,SD,7229.0,PGC040552,NED,thick_like,PGC40552,PGC40552,PGC40552,186.394913,45.431683,PGC040552,PGC40552,NED,,True,coord_review,NGC4389,77.0,0.2529881105959811,Bizyaev_2014,1,0.35,3.2599837764958224,3.259983776495822,4.440892098500626e-16,1.0,5.329070518200751e-16,0.85,0.4615173489058322,0.44271283353897434,0.8854256670779487,0.5,0.581766917293233,9.255087644121145e-17,154.39251601032998,5356.640224719101,5356.640224719101,0.0,-58.49251601032998,-58.49251601032998,NGC4389_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.32,110.0,141.95202710775214,7.6,NGC4389,21.98,140.24,0.0,2274.436090225564,NGC4389,NGC4389,Bizyaev_2014,,False,unique_to_2014,PGC40552,,EON_186.395_45.432,PGC40552,PGC40552,186.394913,45.431683,r,7.76,0.11,2.39,0.14,0.3079896907216495,3.246861924686192,21.34,0.14,0.02,15.19,0.08,SD,7229.0,PGC040552,NED,thick_like,PGC40552,PGC40552,PGC40552,186.394913,45.431683,PGC040552,PGC40552,NED,,True,coord_review,NGC4389,77.0,0.2529881105959811,Bizyaev_2014,1,0.35,3.2599837764958224,3.259983776495822,4.440892098500626e-16,1.0,5.329070518200751e-16,0.85,0.4615173489058322,0.44271283353897434,0.8854256670779487,0.5,0.581766917293233,9.255087644121145e-17,141.95202710775214,3787.665037593985,3787.665037593985,0.0,-31.952027107752144,-31.952027107752144,NGC4389_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.03,214.0,178.85,6.0,NGC5907,0.0,178.85,0.0,9104.572564612326,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,1,0.35,3.2395895301259867,3.204331276597056,0.03525825352893053,0.17433695114433231,0.04228467558486978,0.85,0.8664126890086625,0.43210049932519107,0.8642009986503821,0.5,0.1999801311345122,0.013455861271614347,180.04926957366527,6359.308648111331,6444.878623063695,85.56997495236374,33.95073042633473,35.150000000000006,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.55,220.0,207.41,6.0,NGC5907,0.0,207.41,0.0,6410.596026490066,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,1,0.35,3.2395895301259867,3.204331276597056,0.03525825352893053,0.17433695114433231,0.04228467558486978,0.85,0.8664126890086625,0.43210049932519107,0.8642009986503821,0.5,0.1999801311345122,0.013455861271614347,208.80077720030144,5697.868622516557,5774.538352245023,76.66972972846634,11.19922279969856,12.590000000000003,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07,235.0,227.06,4.0,NGC5907,0.0,227.06,0.0,5484.111221449851,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,1,0.35,3.2395895301259867,3.204331276597056,0.03525825352893053,0.17433695114433231,0.04228467558486978,0.85,0.8664126890086625,0.43210049932519107,0.8642009986503821,0.5,0.1999801311345122,0.013455861271614347,228.5825392753505,5119.78585898709,5188.676987245994,68.89112825890334,6.417460724649487,7.939999999999998,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.58,235.0,233.42476518141774,4.0,NGC5907,16.93,232.81,0.0,4389.904610492846,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,1,0.35,3.2395895301259867,3.204331276597056,0.03525825352893053,0.17433695114433231,0.04228467558486978,0.85,0.8664126890086625,0.43210049932519107,0.8642009986503821,0.5,0.1999801311345122,0.013455861271614347,234.9899830658015,4331.249682034977,4389.530376889164,58.28069485418655,0.01001693419848948,1.5752348185822598,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.61,231.0,219.46474090386363,2.0,NGC5907,31.1,217.25,0.0,3030.15332197615,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,2,0.35,3.0602858997436466,3.204331276597056,-0.14404537685340957,-0.7122426471422995,-0.17115322822251067,0.85,0.986115747572943,0.1974563391154481,0.3949126782308962,0.5,0.42489568845618914,-0.028327157406595263,216.3340042802787,2735.0807779670636,2657.6037142498376,-77.47706371722597,14.665995719721309,11.535259096136372,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.13,232.0,213.16109518390076,2.0,NGC5907,42.26,208.93,0.0,2673.820168902136,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,2,0.35,3.0602858997436466,3.204331276597056,-0.14404537685340957,-0.7122426471422995,-0.17115322822251067,0.85,0.986115747572943,0.1974563391154481,0.3949126782308962,0.5,0.42489568845618914,-0.028327157406595263,210.1202821372709,2257.2107550919027,2193.2703907325545,-63.94036435934822,21.87971786272911,18.838904816099244,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.65,225.0,205.51178384705827,7.0,NGC5907,53.67,198.38,0.0,2235.0993377483446,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,2,0.35,3.0602858997436466,3.204331276597056,-0.14404537685340957,-0.7122426471422995,-0.17115322822251067,0.85,0.986115747572943,0.1974563391154481,0.3949126782308962,0.5,0.42489568845618914,-0.028327157406595263,202.580090739462,1864.6840309050774,1811.8628328480647,-52.82119805701268,22.41990926053799,19.48821615294173,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.68,229.0,186.069371203323,2.0,NGC5907,54.3,177.97,0.0,1894.544797687861,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,3,0.35,3.010688116198123,3.204331276597056,-0.19364316039893303,-0.9574824279427914,-0.2282777625781882,0.85,0.9985598384727736,0.04260814994958882,0.08521629989917764,0.5,0.650009934432744,-0.008255612604344407,185.29972110488654,1250.7879660404626,1240.4619451426565,-10.326020897806075,43.700278895113456,42.93062879667701,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2,218.0,181.25520378736718,2.0,NGC5907,64.08,169.55,0.0,1573.6423841059602,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,3,0.35,3.010688116198123,3.204331276597056,-0.19364316039893303,-0.9574824279427914,-0.2282777625781882,0.85,0.9985598384727736,0.04260814994958882,0.08521629989917764,0.5,0.650009934432744,-0.008255612604344407,180.50546682348704,1087.862546357616,1078.881574608112,-8.980971749504079,37.49453317651296,36.74479621263282,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.71,214.0,173.52426141609132,2.0,NGC5907,61.58,162.23,0.0,1400.061143381229,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,3,0.35,3.010688116198123,3.204331276597056,-0.19364316039893303,-0.9574824279427914,-0.2282777625781882,0.85,0.9985598384727736,0.04260814994958882,0.08521629989917764,0.5,0.650009934432744,-0.008255612604344407,172.80650242106537,920.5340660348517,912.9344933965659,-7.599572638285736,41.193497578934625,40.47573858390868,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.23,213.0,168.5508306120145,2.0,NGC5907,64.96,155.53,0.0,1287.794493329549,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,3,0.35,3.010688116198123,3.204331276597056,-0.19364316039893303,-0.9574824279427914,-0.2282777625781882,0.85,0.9985598384727736,0.04260814994958882,0.08521629989917764,0.5,0.650009934432744,-0.008255612604344407,167.85364352241913,806.3974595515188,799.7401545203338,-6.657305031184933,45.146356477580866,44.449169387985506,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.26,217.0,157.09772913699294,2.0,NGC5907,63.21,143.82,0.0,1169.6224540486835,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,4,0.35,3.002089277425346,3.204331276597056,-0.20224199917171015,-1.0,-0.23803532858153487,0.85,0.9998836607423072,0.008629977864480198,0.017259955728960396,0.5,0.8999602622690245,-0.001745900533724176,156.96053072256257,613.0078614008943,611.9376106484975,-1.0702507523967597,60.03946927743743,59.90227086300706,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.78,216.0,151.50150527305001,3.0,NGC5907,60.7,138.81,0.0,1090.603085553997,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,4,0.35,3.002089277425346,3.204331276597056,-0.20224199917171015,-1.0,-0.23803532858153487,0.85,0.9998836607423072,0.008629977864480198,0.017259955728960396,0.5,0.8999602622690245,-0.001745900533724176,151.36919421787778,536.528894343151,535.592168260159,-0.9367260829919815,64.63080578212222,64.49849472694999,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.29,215.0,147.28132060787615,3.0,NGC5907,60.57,134.25,0.0,1020.6447339368514,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,4,0.35,3.002089277425346,3.204331276597056,-0.20224199917171015,-1.0,-0.23803532858153487,0.85,0.9998836607423072,0.008629977864480198,0.017259955728960396,0.5,0.8999602622690245,-0.001745900533724176,147.15269517341812,478.95313314197404,478.1169286111926,-0.8362045307814583,67.84730482658188,67.71867939212385,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.81,217.0,143.35281824924127,5.0,NGC5907,60.07,130.16,0.0,984.9194729136163,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,4,0.35,3.002089277425346,3.204331276597056,-0.20224199917171015,-1.0,-0.23803532858153487,0.85,0.9998836607423072,0.008629977864480198,0.017259955728960396,0.5,0.8999602622690245,-0.001745900533724176,143.2276237001159,429.82703409328593,429.07659884505347,-0.7504352482324634,73.77237629988409,73.64718175075873,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.33,214.0,141.04020455175183,5.0,NGC5907,62.33,126.52,0.0,909.9145638784024,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,4,0.35,3.002089277425346,3.204331276597056,-0.20224199917171015,-1.0,-0.23803532858153487,0.85,0.9998836607423072,0.008629977864480198,0.017259955728960396,0.5,0.8999602622690245,-0.001745900533724176,140.91702968129547,395.2382137889926,394.5481671805903,-0.6900466084022696,73.08297031870453,72.95979544824817,NGC5907_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.54,223.0,162.22523046678035,8.0,NGC5985,-9.23,117.85,111.1,14047.74011299435,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,1,0.35,3.262551130263535,3.186784812874047,0.0757663173894878,0.6094345416070343,0.0906698815069948,0.85,0.6852573631572181,0.4439254523839967,0.8878509047679934,0.5,0.16647465437788017,0.02344475672260165,164.11587875085556,7434.187966101695,7608.48069439704,174.2927282953451,58.88412124914444,60.774769533219654,NGC5985_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.23,230.0,161.37946244798314,6.13,NGC5985,-10.88,124.82,101.71,12505.910165484633,NGC5985,NGC5985,Bizyaev_2014,,False,unique_to_2014,NGC05981,,EON_234.473_59.392,NGC05981,NGC05981,234.472717,59.39175,r,22.43,0.24,5.62,0.25,0.2505572893446277,3.991103202846975,21.35,0.08,0.031,12.53,0.14,SB,2528.0,NGC5981,NED,thick_like,NGC05981,NGC05981,NGC5981,234.472717,59.39175,NGC5981,NGC5981,NED,,True,coord_review,NGC5985,85.0,0.2280439303552131,Bizyaev_2014,1,0.35,3.262551130263535,3.186784812874047,0.0757663173894878,0.6094345416070343,0.0906698815069948,0.85,0.6852573631572181,0.4439254523839967,0.8878509047679934,0.5,0.16647465437788017,0.02344475672260165,163.26025375821487,6156.815815602837,6301.160864585511,144.3450489826746,66.73974624178513,68.62053755201686,NGC5985_pointwise_topostructure_v4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
